,player,player_id,line,stat,league_id,event_time,opp,Team,count,over_prob,under_prob,pred
131,Dak Prescott,35704,0.5,Interceptions Thrown,1,2023-10-17T00:15:00,LAC,DAL,11,0.5453406421793864,0.45465935782061356,0.7865952430070728
132,Dak Prescott,35704,1.5,Passing Touchdowns,1,2023-10-17T00:15:00,LAC,DAL,18,0.5245796824335601,0.4754203175664399,1.7560124745893173
133,Dak Prescott,35704,2.5,Receiving Yards,1,2023-10-17T00:15:00,LAC,DAL,5,0.5733731739707836,0.42662682602921637,3.1155414561780885
134,Dak Prescott,35704,3.5,Receiving Yards,1,2023-10-17T00:15:00,LAC,DAL,4,0.4150912422643507,0.5849087577356494,3.1155414561780885
135,Dak Prescott,35704,10.5,Rush Yards,1,2023-10-17T00:15:00,LAC,DAL,7,0.4985333618280178,0.5014666381719821,11.82141139107528
136,Dak Prescott,35704,12.5,Rush Yards,1,2023-10-17T00:15:00,LAC,DAL,11,0.48846525274995706,0.511534747250043,11.82141139107528
137,Dak Prescott,35704,22.5,Passing Completions,1,2023-10-17T00:15:00,LAC,DAL,15,0.5104433046337463,0.48955669536625374,22.792223098895356
138,Dak Prescott,35704,33.5,Longest Pass Completion,1,2023-10-17T00:15:00,LAC,DAL,11,0.5236919938693241,0.4763080061306759,34.02610341268985
139,Dak Prescott,35704,36.5,Passing Attempts,1,2023-10-17T00:15:00,LAC,DAL,1,0.5,0.5,37.566141627025466
140,Dak Prescott,35704,37.5,Passing Attempts,1,2023-10-17T00:15:00,LAC,DAL,6,0.5021036766026891,0.49789632339731094,37.566141627025466
141,Dak Prescott,35704,250.5,Passing Yards,1,2023-10-17T00:15:00,LAC,DAL,1,0.5101214574898786,0.48987854251012153,256.52502454997847
142,Dak Prescott,35704,253.5,Passing Yards,1,2023-10-17T00:15:00,LAC,DAL,2,0.5,0.5,256.52502454997847
143,Dak Prescott,35704,254.5,Passing Yards,1,2023-10-17T00:15:00,LAC,DAL,5,0.502049600327936,0.49795039967206395,256.52502454997847
144,Dak Prescott,35704,258.5,Passing Yards,1,2023-10-17T00:15:00,LAC,DAL,10,0.4957419344686194,0.5042580655313805,256.52502454997847
145,Dak Prescott,35704,265.5,Passing And Rush Yards,1,2023-10-17T00:15:00,LAC,DAL,1,0.5,0.5,270.03942816564086
146,Dak Prescott,35704,268.5,Passing And Rush Yards,1,2023-10-17T00:15:00,LAC,DAL,5,0.5,0.5,270.03942816564086
