,player,player_id,points,price,side,stat,book,league_id,event_time,prob,opp,Team,time
38,Jaylen Brown,242292,9.5,-130.0,under,TRB + AST,Bet365,3,2023-10-25T23:00:00,0.5652173913043478,NYK,BOS,2023-10-23 16:04:00
39,Jaylen Brown,242292,0.5,165.0,under,STL,Bet365,3,2023-10-25T23:00:00,0.3773584905660377,NYK,BOS,2023-10-23 16:04:00
40,Jaylen Brown,242292,21.5,-120.0,under,PTS,Bet365,3,2023-10-25T23:00:00,0.5454545454545454,NYK,BOS,2023-10-23 16:04:00
41,Jaylen Brown,242292,2.5,-140.0,under,TO,Bet365,3,2023-10-25T23:00:00,0.5833333333333334,NYK,BOS,2023-10-23 16:04:00
42,Jaylen Brown,242292,26.5,-110.0,under,PTS+TRB,Bet365,3,2023-10-25T23:00:00,0.5238095238095238,NYK,BOS,2023-10-23 16:04:00
43,Jaylen Brown,242292,30.5,-115.0,under,PTS+TRB+AST,Bet365,3,2023-10-25T23:00:00,0.5348837209302325,NYK,BOS,2023-10-23 16:04:00
44,Jaylen Brown,242292,1.5,-175.0,under,BLK + STL,Bet365,3,2023-10-25T23:00:00,0.6363636363636364,NYK,BOS,2023-10-23 16:04:00
45,Jaylen Brown,242292,0.5,-310.0,under,BLK,Bet365,3,2023-10-25T23:00:00,0.7560975609756098,NYK,BOS,2023-10-23 16:04:00
46,Jaylen Brown,242292,3.5,-115.0,under,AST,Bet365,3,2023-10-25T23:00:00,0.5348837209302325,NYK,BOS,2023-10-23 16:04:00
47,Jaylen Brown,242292,5.5,-115.0,under,TRB,Bet365,3,2023-10-25T23:00:00,0.5348837209302325,NYK,BOS,2023-10-23 16:04:00
48,Jaylen Brown,242292,24.5,-105.0,under,PTS+AST,DraftKings,3,2023-10-25T23:00:00,0.5121951219512195,NYK,BOS,2023-10-23 16:04:00
49,Jaylen Brown,242292,2.5,-185.0,under,3P,DraftKings,3,2023-10-25T23:00:00,0.6491228070175439,NYK,BOS,2023-10-23 16:04:00
50,Jaylen Brown,242292,9.5,-130.0,under,TRB + AST,DraftKings,3,2023-10-25T23:00:00,0.5652173913043478,NYK,BOS,2023-10-23 16:04:00
51,Jaylen Brown,242292,0.5,150.0,under,STL,DraftKings,3,2023-10-25T23:00:00,0.4,NYK,BOS,2023-10-23 16:04:00
52,Jaylen Brown,242292,21.5,-105.0,under,PTS,DraftKings,3,2023-10-25T23:00:00,0.5121951219512195,NYK,BOS,2023-10-23 16:04:00
53,Jaylen Brown,242292,2.5,-140.0,under,TO,DraftKings,3,2023-10-25T23:00:00,0.5833333333333334,NYK,BOS,2023-10-23 16:04:00
54,Jaylen Brown,242292,26.5,-105.0,under,PTS+TRB,DraftKings,3,2023-10-25T23:00:00,0.5121951219512195,NYK,BOS,2023-10-23 16:04:00
55,Jaylen Brown,242292,30.5,-105.0,under,PTS+TRB+AST,DraftKings,3,2023-10-25T23:00:00,0.5121951219512195,NYK,BOS,2023-10-23 16:04:00
56,Jaylen Brown,242292,1.5,-180.0,under,BLK + STL,DraftKings,3,2023-10-25T23:00:00,0.6428571428571429,NYK,BOS,2023-10-23 16:04:00
57,Jaylen Brown,242292,0.5,-320.0,under,BLK,DraftKings,3,2023-10-25T23:00:00,0.7619047619047619,NYK,BOS,2023-10-23 16:04:00
58,Jaylen Brown,242292,3.5,-115.0,under,AST,DraftKings,3,2023-10-25T23:00:00,0.5348837209302325,NYK,BOS,2023-10-23 16:04:00
59,Jaylen Brown,242292,5.5,-115.0,under,TRB,DraftKings,3,2023-10-25T23:00:00,0.5348837209302325,NYK,BOS,2023-10-23 16:04:00
60,Jaylen Brown,242292,2.5,-200.0,under,3P,888sports,3,2023-10-25T23:00:00,0.6666666666666666,NYK,BOS,2023-10-23 16:04:00
61,Jaylen Brown,242292,21.5,-133.0,under,PTS,888sports,3,2023-10-25T23:00:00,0.5708154506437768,NYK,BOS,2023-10-23 16:04:00
62,Jaylen Brown,242292,30.5,-118.0,under,PTS+TRB+AST,888sports,3,2023-10-25T23:00:00,0.5412844036697247,NYK,BOS,2023-10-23 16:04:00
63,Jaylen Brown,242292,3.5,-118.0,under,AST,888sports,3,2023-10-25T23:00:00,0.5412844036697247,NYK,BOS,2023-10-23 16:04:00
64,Jaylen Brown,242292,10.5,-130.0,under,TRB + AST,PointsBet,3,2023-10-25T23:00:00,0.5652173913043478,NYK,BOS,2023-10-23 16:04:00
65,Jaylen Brown,242292,2.5,100.0,under,AST,PointsBet,3,2023-10-25T23:00:00,0.5,NYK,BOS,2023-10-23 16:04:00
66,Jaylen Brown,242292,7.5,-120.0,under,TRB,PointsBet,3,2023-10-25T23:00:00,0.5454545454545454,NYK,BOS,2023-10-23 16:04:00
68,Jaylen Brown,242292,28.5,-113.0,over,PTS+TRB,FanDuel,3,2023-10-25T23:00:00,0.5305164319248826,NYK,BOS,2023-10-23 16:04:00
71,Jaylen Brown,242292,9.5,102.0,over,TRB + AST,FanDuel,3,2023-10-25T23:00:00,0.495049504950495,NYK,BOS,2023-10-23 16:04:00
72,Jaylen Brown,242292,32.5,-102.0,over,PTS+TRB+AST,FanDuel,3,2023-10-25T23:00:00,0.504950495049505,NYK,BOS,2023-10-23 16:04:00
73,Jaylen Brown,242292,3.5,104.0,over,AST,FanDuel,3,2023-10-25T23:00:00,0.4901960784313725,NYK,BOS,2023-10-23 16:04:00
74,Jaylen Brown,242292,22.5,-113.0,over,PTS,FanDuel,3,2023-10-25T23:00:00,0.5305164319248826,NYK,BOS,2023-10-23 16:04:00
75,Jaylen Brown,242292,2.5,134.0,over,3P,FanDuel,3,2023-10-25T23:00:00,0.4273504273504273,NYK,BOS,2023-10-23 16:04:00
76,Jaylen Brown,242292,25.5,-125.0,over,PTS+AST,FanDuel,3,2023-10-25T23:00:00,0.5555555555555556,NYK,BOS,2023-10-23 16:04:00
77,Jaylen Brown,242292,5.5,-122.0,over,TRB,FanDuel,3,2023-10-25T23:00:00,0.5495495495495496,NYK,BOS,2023-10-23 16:04:00
78,Jaylen Brown,242292,27.5,-135.0,over,PTS+TRB,PrizePicks,3,2023-10-25T23:00:00,0.574468085106383,NYK,BOS,2023-10-23 16:04:00
79,Jaylen Brown,242292,9.5,-135.0,over,TRB + AST,PrizePicks,3,2023-10-25T23:00:00,0.574468085106383,NYK,BOS,2023-10-23 16:04:00
80,Jaylen Brown,242292,31.0,-135.0,over,PTS+TRB+AST,PrizePicks,3,2023-10-25T23:00:00,0.574468085106383,NYK,BOS,2023-10-23 16:04:00
81,Jaylen Brown,242292,3.5,-135.0,over,AST,PrizePicks,3,2023-10-25T23:00:00,0.574468085106383,NYK,BOS,2023-10-23 16:04:00
82,Jaylen Brown,242292,22.0,-135.0,over,PTS,PrizePicks,3,2023-10-25T23:00:00,0.574468085106383,NYK,BOS,2023-10-23 16:04:00
83,Jaylen Brown,242292,25.0,-135.0,over,PTS+AST,PrizePicks,3,2023-10-25T23:00:00,0.574468085106383,NYK,BOS,2023-10-23 16:04:00
84,Jaylen Brown,242292,5.5,-135.0,over,TRB,PrizePicks,3,2023-10-25T23:00:00,0.574468085106383,NYK,BOS,2023-10-23 16:04:00
85,Jaylen Brown,242292,26.5,-135.0,over,PTS+TRB,Underdog Fantasy,3,2023-10-25T23:00:00,0.574468085106383,NYK,BOS,2023-10-23 16:04:00
86,Jaylen Brown,242292,9.5,-135.0,over,TRB + AST,Underdog Fantasy,3,2023-10-25T23:00:00,0.574468085106383,NYK,BOS,2023-10-23 16:04:00
87,Jaylen Brown,242292,30.5,-135.0,over,PTS+TRB+AST,Underdog Fantasy,3,2023-10-25T23:00:00,0.574468085106383,NYK,BOS,2023-10-23 16:04:00
88,Jaylen Brown,242292,3.5,-135.0,over,AST,Underdog Fantasy,3,2023-10-25T23:00:00,0.574468085106383,NYK,BOS,2023-10-23 16:04:00
89,Jaylen Brown,242292,21.5,-135.0,over,PTS,Underdog Fantasy,3,2023-10-25T23:00:00,0.574468085106383,NYK,BOS,2023-10-23 16:04:00
90,Jaylen Brown,242292,24.5,-135.0,over,PTS+AST,Underdog Fantasy,3,2023-10-25T23:00:00,0.574468085106383,NYK,BOS,2023-10-23 16:04:00
91,Jaylen Brown,242292,5.5,-135.0,over,TRB,Underdog Fantasy,3,2023-10-25T23:00:00,0.574468085106383,NYK,BOS,2023-10-23 16:04:00
92,Jaylen Brown,242292,26.5,-120.0,over,PTS+TRB,Bet365,3,2023-10-25T23:00:00,0.5454545454545454,NYK,BOS,2023-10-23 16:04:00
93,Jaylen Brown,242292,9.5,100.0,over,TRB + AST,Bet365,3,2023-10-25T23:00:00,0.5,NYK,BOS,2023-10-23 16:04:00
94,Jaylen Brown,242292,30.5,-115.0,over,PTS+TRB+AST,Bet365,3,2023-10-25T23:00:00,0.5348837209302325,NYK,BOS,2023-10-23 16:04:00
95,Jaylen Brown,242292,0.5,-200.0,over,STL,Bet365,3,2023-10-25T23:00:00,0.6666666666666666,NYK,BOS,2023-10-23 16:04:00
96,Jaylen Brown,242292,1.5,145.0,over,BLK + STL,Bet365,3,2023-10-25T23:00:00,0.4081632653061224,NYK,BOS,2023-10-23 16:04:00
97,Jaylen Brown,242292,3.5,-115.0,over,AST,Bet365,3,2023-10-25T23:00:00,0.5348837209302325,NYK,BOS,2023-10-23 16:04:00
98,Jaylen Brown,242292,2.5,110.0,over,TO,Bet365,3,2023-10-25T23:00:00,0.4761904761904761,NYK,BOS,2023-10-23 16:04:00
99,Jaylen Brown,242292,0.5,235.0,over,BLK,Bet365,3,2023-10-25T23:00:00,0.2985074626865671,NYK,BOS,2023-10-23 16:04:00
100,Jaylen Brown,242292,21.5,-110.0,over,PTS,Bet365,3,2023-10-25T23:00:00,0.5238095238095238,NYK,BOS,2023-10-23 16:04:00
101,Jaylen Brown,242292,2.5,155.0,over,3P,Bet365,3,2023-10-25T23:00:00,0.392156862745098,NYK,BOS,2023-10-23 16:04:00
102,Jaylen Brown,242292,24.5,-120.0,over,PTS+AST,Bet365,3,2023-10-25T23:00:00,0.5454545454545454,NYK,BOS,2023-10-23 16:04:00
103,Jaylen Brown,242292,5.5,-115.0,over,TRB,Bet365,3,2023-10-25T23:00:00,0.5348837209302325,NYK,BOS,2023-10-23 16:04:00
104,Jaylen Brown,242292,26.5,-128.0,over,PTS+TRB,Caesars,3,2023-10-25T23:00:00,0.5614035087719298,NYK,BOS,2023-10-23 16:04:00
105,Jaylen Brown,242292,9.5,-104.0,over,TRB + AST,Caesars,3,2023-10-25T23:00:00,0.5098039215686274,NYK,BOS,2023-10-23 16:04:00
106,Jaylen Brown,242292,30.5,-125.0,over,PTS+TRB+AST,Caesars,3,2023-10-25T23:00:00,0.5555555555555556,NYK,BOS,2023-10-23 16:04:00
107,Jaylen Brown,242292,0.5,-200.0,over,STL,Caesars,3,2023-10-25T23:00:00,0.6666666666666666,NYK,BOS,2023-10-23 16:04:00
108,Jaylen Brown,242292,1.5,133.0,over,BLK + STL,Caesars,3,2023-10-25T23:00:00,0.4291845493562232,NYK,BOS,2023-10-23 16:04:00
109,Jaylen Brown,242292,3.5,-104.0,over,AST,Caesars,3,2023-10-25T23:00:00,0.5098039215686274,NYK,BOS,2023-10-23 16:04:00
110,Jaylen Brown,242292,0.5,219.0,over,BLK,Caesars,3,2023-10-25T23:00:00,0.3134796238244514,NYK,BOS,2023-10-23 16:04:00
111,Jaylen Brown,242292,21.5,-111.0,over,PTS,Caesars,3,2023-10-25T23:00:00,0.5260663507109005,NYK,BOS,2023-10-23 16:04:00
112,Jaylen Brown,242292,2.5,136.0,over,3P,Caesars,3,2023-10-25T23:00:00,0.423728813559322,NYK,BOS,2023-10-23 16:04:00
113,Jaylen Brown,242292,24.5,-127.0,over,PTS+AST,Caesars,3,2023-10-25T23:00:00,0.5594713656387665,NYK,BOS,2023-10-23 16:04:00
114,Jaylen Brown,242292,5.5,-115.0,over,TRB,Caesars,3,2023-10-25T23:00:00,0.5348837209302325,NYK,BOS,2023-10-23 16:04:00
115,Jaylen Brown,242292,26.5,-125.0,over,PTS+TRB,DraftKings,3,2023-10-25T23:00:00,0.5555555555555556,NYK,BOS,2023-10-23 16:04:00
116,Jaylen Brown,242292,9.5,100.0,over,TRB + AST,DraftKings,3,2023-10-25T23:00:00,0.5,NYK,BOS,2023-10-23 16:04:00
117,Jaylen Brown,242292,30.5,-120.0,over,PTS+TRB+AST,DraftKings,3,2023-10-25T23:00:00,0.5454545454545454,NYK,BOS,2023-10-23 16:04:00
118,Jaylen Brown,242292,0.5,-195.0,over,STL,DraftKings,3,2023-10-25T23:00:00,0.6610169491525424,NYK,BOS,2023-10-23 16:04:00
119,Jaylen Brown,242292,1.5,140.0,over,BLK + STL,DraftKings,3,2023-10-25T23:00:00,0.4166666666666667,NYK,BOS,2023-10-23 16:04:00
120,Jaylen Brown,242292,3.5,-110.0,over,AST,DraftKings,3,2023-10-25T23:00:00,0.5238095238095238,NYK,BOS,2023-10-23 16:04:00
121,Jaylen Brown,242292,2.5,110.0,over,TO,DraftKings,3,2023-10-25T23:00:00,0.4761904761904761,NYK,BOS,2023-10-23 16:04:00
122,Jaylen Brown,242292,0.5,240.0,over,BLK,DraftKings,3,2023-10-25T23:00:00,0.2941176470588235,NYK,BOS,2023-10-23 16:04:00
123,Jaylen Brown,242292,21.5,-120.0,over,PTS,DraftKings,3,2023-10-25T23:00:00,0.5454545454545454,NYK,BOS,2023-10-23 16:04:00
124,Jaylen Brown,242292,2.5,145.0,over,3P,DraftKings,3,2023-10-25T23:00:00,0.4081632653061224,NYK,BOS,2023-10-23 16:04:00
125,Jaylen Brown,242292,24.5,-125.0,over,PTS+AST,DraftKings,3,2023-10-25T23:00:00,0.5555555555555556,NYK,BOS,2023-10-23 16:04:00
126,Jaylen Brown,242292,5.5,-110.0,over,TRB,DraftKings,3,2023-10-25T23:00:00,0.5238095238095238,NYK,BOS,2023-10-23 16:04:00
127,Jaylen Brown,242292,10.5,100.0,over,TRB + AST,PointsBet,3,2023-10-25T23:00:00,0.5,NYK,BOS,2023-10-23 16:04:00
128,Jaylen Brown,242292,2.5,-130.0,over,AST,PointsBet,3,2023-10-25T23:00:00,0.5652173913043478,NYK,BOS,2023-10-23 16:04:00
129,Jaylen Brown,242292,7.5,-110.0,over,TRB,PointsBet,3,2023-10-25T23:00:00,0.5238095238095238,NYK,BOS,2023-10-23 16:04:00
130,Jaylen Brown,242292,30.5,-125.0,over,PTS+TRB+AST,888sports,3,2023-10-25T23:00:00,0.5555555555555556,NYK,BOS,2023-10-23 16:04:00
131,Jaylen Brown,242292,3.5,-125.0,over,AST,888sports,3,2023-10-25T23:00:00,0.5555555555555556,NYK,BOS,2023-10-23 16:04:00
132,Jaylen Brown,242292,21.5,-118.0,over,PTS,888sports,3,2023-10-25T23:00:00,0.5412844036697247,NYK,BOS,2023-10-23 16:04:00
133,Jaylen Brown,242292,2.5,130.0,over,3P,888sports,3,2023-10-25T23:00:00,0.4347826086956521,NYK,BOS,2023-10-23 16:04:00
3,Jalen Brunson,43296,29.5,-106.0,under,PTS+AST,FanDuel,3,2023-10-25T23:00:00,0.5145631067961165,NYK,BOS,2023-10-23 16:04:00
4,Jalen Brunson,43296,27.5,-104.0,under,PTS+TRB,FanDuel,3,2023-10-25T23:00:00,0.5098039215686274,NYK,BOS,2023-10-23 16:04:00
5,Jalen Brunson,43296,2.5,-170.0,under,3P,FanDuel,3,2023-10-25T23:00:00,0.6296296296296297,NYK,BOS,2023-10-23 16:04:00
6,Jalen Brunson,43296,33.5,-106.0,under,PTS+TRB+AST,FanDuel,3,2023-10-25T23:00:00,0.5145631067961165,NYK,BOS,2023-10-23 16:04:00
7,Jalen Brunson,43296,3.5,104.0,under,TRB,FanDuel,3,2023-10-25T23:00:00,0.4901960784313725,NYK,BOS,2023-10-23 16:04:00
8,Jalen Brunson,43296,23.5,-102.0,under,PTS,FanDuel,3,2023-10-25T23:00:00,0.504950495049505,NYK,BOS,2023-10-23 16:04:00
9,Jalen Brunson,43296,9.5,-104.0,under,TRB + AST,FanDuel,3,2023-10-25T23:00:00,0.5098039215686274,NYK,BOS,2023-10-23 16:04:00
10,Jalen Brunson,43296,5.5,104.0,under,AST,FanDuel,3,2023-10-25T23:00:00,0.4901960784313725,NYK,BOS,2023-10-23 16:04:00
11,Jalen Brunson,43296,0.5,152.0,under,STL,Caesars,3,2023-10-25T23:00:00,0.3968253968253968,NYK,BOS,2023-10-23 16:04:00
12,Jalen Brunson,43296,1.5,-244.0,under,BLK + STL,Caesars,3,2023-10-25T23:00:00,0.7093023255813954,NYK,BOS,2023-10-23 16:04:00
13,Jalen Brunson,43296,30.5,-109.0,under,PTS+AST,Caesars,3,2023-10-25T23:00:00,0.5215311004784688,NYK,BOS,2023-10-23 16:04:00
14,Jalen Brunson,43296,29.5,-128.0,under,PTS+TRB,Caesars,3,2023-10-25T23:00:00,0.5614035087719298,NYK,BOS,2023-10-23 16:04:00
15,Jalen Brunson,43296,2.5,-161.0,under,3P,Caesars,3,2023-10-25T23:00:00,0.6168582375478927,NYK,BOS,2023-10-23 16:04:00
16,Jalen Brunson,43296,34.5,-111.0,under,PTS+TRB+AST,Caesars,3,2023-10-25T23:00:00,0.5260663507109005,NYK,BOS,2023-10-23 16:04:00
17,Jalen Brunson,43296,3.5,110.0,under,TRB,Caesars,3,2023-10-25T23:00:00,0.4761904761904761,NYK,BOS,2023-10-23 16:04:00
18,Jalen Brunson,43296,24.5,-108.0,under,PTS,Caesars,3,2023-10-25T23:00:00,0.5192307692307693,NYK,BOS,2023-10-23 16:04:00
19,Jalen Brunson,43296,0.5,-1000.0,under,BLK,Caesars,3,2023-10-25T23:00:00,0.9090909090909092,NYK,BOS,2023-10-23 16:04:00
20,Jalen Brunson,43296,9.5,-115.0,under,TRB + AST,Caesars,3,2023-10-25T23:00:00,0.5348837209302325,NYK,BOS,2023-10-23 16:04:00
21,Jalen Brunson,43296,5.5,-114.0,under,AST,Caesars,3,2023-10-25T23:00:00,0.5327102803738317,NYK,BOS,2023-10-23 16:04:00
22,Jalen Brunson,43296,0.5,170.0,under,STL,Bet365,3,2023-10-25T23:00:00,0.3703703703703703,NYK,BOS,2023-10-23 16:04:00
23,Jalen Brunson,43296,1.5,-240.0,under,BLK + STL,Bet365,3,2023-10-25T23:00:00,0.7058823529411765,NYK,BOS,2023-10-23 16:04:00
24,Jalen Brunson,43296,30.5,-110.0,under,PTS+AST,Bet365,3,2023-10-25T23:00:00,0.5238095238095238,NYK,BOS,2023-10-23 16:04:00
25,Jalen Brunson,43296,29.5,-120.0,under,PTS+TRB,Bet365,3,2023-10-25T23:00:00,0.5454545454545454,NYK,BOS,2023-10-23 16:04:00
26,Jalen Brunson,43296,2.5,-155.0,under,3P,Bet365,3,2023-10-25T23:00:00,0.6078431372549019,NYK,BOS,2023-10-23 16:04:00
27,Jalen Brunson,43296,34.5,-110.0,under,PTS+TRB+AST,Bet365,3,2023-10-25T23:00:00,0.5238095238095238,NYK,BOS,2023-10-23 16:04:00
28,Jalen Brunson,43296,3.5,115.0,under,TRB,Bet365,3,2023-10-25T23:00:00,0.4651162790697674,NYK,BOS,2023-10-23 16:04:00
29,Jalen Brunson,43296,24.5,-110.0,under,PTS,Bet365,3,2023-10-25T23:00:00,0.5238095238095238,NYK,BOS,2023-10-23 16:04:00
30,Jalen Brunson,43296,0.5,-1000.0,under,BLK,Bet365,3,2023-10-25T23:00:00,0.9090909090909092,NYK,BOS,2023-10-23 16:04:00
31,Jalen Brunson,43296,9.5,-115.0,under,TRB + AST,Bet365,3,2023-10-25T23:00:00,0.5348837209302325,NYK,BOS,2023-10-23 16:04:00
32,Jalen Brunson,43296,1.5,165.0,under,TO,Bet365,3,2023-10-25T23:00:00,0.3773584905660377,NYK,BOS,2023-10-23 16:04:00
33,Jalen Brunson,43296,5.5,-115.0,under,AST,Bet365,3,2023-10-25T23:00:00,0.5348837209302325,NYK,BOS,2023-10-23 16:04:00
34,Jalen Brunson,43296,0.5,160.0,under,STL,DraftKings,3,2023-10-25T23:00:00,0.3846153846153846,NYK,BOS,2023-10-23 16:04:00
35,Jalen Brunson,43296,1.5,-238.0,under,BLK + STL,DraftKings,3,2023-10-25T23:00:00,0.7041420118343196,NYK,BOS,2023-10-23 16:04:00
36,Jalen Brunson,43296,30.5,-105.0,under,PTS+AST,DraftKings,3,2023-10-25T23:00:00,0.5121951219512195,NYK,BOS,2023-10-23 16:04:00
37,Jalen Brunson,43296,29.5,-130.0,under,PTS+TRB,DraftKings,3,2023-10-25T23:00:00,0.5652173913043478,NYK,BOS,2023-10-23 16:04:00
38,Jalen Brunson,43296,2.5,-155.0,under,3P,DraftKings,3,2023-10-25T23:00:00,0.6078431372549019,NYK,BOS,2023-10-23 16:04:00
39,Jalen Brunson,43296,34.5,-105.0,under,PTS+TRB+AST,DraftKings,3,2023-10-25T23:00:00,0.5121951219512195,NYK,BOS,2023-10-23 16:04:00
40,Jalen Brunson,43296,3.5,115.0,under,TRB,DraftKings,3,2023-10-25T23:00:00,0.4651162790697674,NYK,BOS,2023-10-23 16:04:00
41,Jalen Brunson,43296,24.5,-115.0,under,PTS,DraftKings,3,2023-10-25T23:00:00,0.5348837209302325,NYK,BOS,2023-10-23 16:04:00
42,Jalen Brunson,43296,0.5,-1000.0,under,BLK,DraftKings,3,2023-10-25T23:00:00,0.9090909090909092,NYK,BOS,2023-10-23 16:04:00
43,Jalen Brunson,43296,9.5,-115.0,under,TRB + AST,DraftKings,3,2023-10-25T23:00:00,0.5348837209302325,NYK,BOS,2023-10-23 16:04:00
44,Jalen Brunson,43296,1.5,150.0,under,TO,DraftKings,3,2023-10-25T23:00:00,0.4,NYK,BOS,2023-10-23 16:04:00
45,Jalen Brunson,43296,5.5,100.0,under,AST,DraftKings,3,2023-10-25T23:00:00,0.5,NYK,BOS,2023-10-23 16:04:00
46,Jalen Brunson,43296,0.5,150.0,under,STL,888sports,3,2023-10-25T23:00:00,0.4,NYK,BOS,2023-10-23 16:04:00
47,Jalen Brunson,43296,1.5,-275.0,under,BLK + STL,888sports,3,2023-10-25T23:00:00,0.7333333333333333,NYK,BOS,2023-10-23 16:04:00
48,Jalen Brunson,43296,30.5,-118.0,under,PTS+AST,888sports,3,2023-10-25T23:00:00,0.5412844036697247,NYK,BOS,2023-10-23 16:04:00
49,Jalen Brunson,43296,29.5,-133.0,under,PTS+TRB,888sports,3,2023-10-25T23:00:00,0.5708154506437768,NYK,BOS,2023-10-23 16:04:00
50,Jalen Brunson,43296,2.5,-175.0,under,3P,888sports,3,2023-10-25T23:00:00,0.6363636363636364,NYK,BOS,2023-10-23 16:04:00
51,Jalen Brunson,43296,34.5,-118.0,under,PTS+TRB+AST,888sports,3,2023-10-25T23:00:00,0.5412844036697247,NYK,BOS,2023-10-23 16:04:00
52,Jalen Brunson,43296,3.5,110.0,under,TRB,888sports,3,2023-10-25T23:00:00,0.4761904761904761,NYK,BOS,2023-10-23 16:04:00
53,Jalen Brunson,43296,24.5,-110.0,under,PTS,888sports,3,2023-10-25T23:00:00,0.5238095238095238,NYK,BOS,2023-10-23 16:04:00
54,Jalen Brunson,43296,1.5,140.0,under,TO,888sports,3,2023-10-25T23:00:00,0.4166666666666667,NYK,BOS,2023-10-23 16:04:00
55,Jalen Brunson,43296,5.5,-118.0,under,AST,888sports,3,2023-10-25T23:00:00,0.5412844036697247,NYK,BOS,2023-10-23 16:04:00
56,Jalen Brunson,43296,30.0,-135.0,under,PTS+AST,PrizePicks,3,2023-10-25T23:00:00,0.574468085106383,NYK,BOS,2023-10-23 16:04:00
57,Jalen Brunson,43296,28.5,-135.0,under,PTS+TRB,PrizePicks,3,2023-10-25T23:00:00,0.574468085106383,NYK,BOS,2023-10-23 16:04:00
58,Jalen Brunson,43296,34.0,-135.0,under,PTS+TRB+AST,PrizePicks,3,2023-10-25T23:00:00,0.574468085106383,NYK,BOS,2023-10-23 16:04:00
59,Jalen Brunson,43296,24.5,-135.0,under,PTS,PrizePicks,3,2023-10-25T23:00:00,0.574468085106383,NYK,BOS,2023-10-23 16:04:00
60,Jalen Brunson,43296,9.5,-135.0,under,TRB + AST,PrizePicks,3,2023-10-25T23:00:00,0.574468085106383,NYK,BOS,2023-10-23 16:04:00
61,Jalen Brunson,43296,5.5,-135.0,under,AST,PrizePicks,3,2023-10-25T23:00:00,0.574468085106383,NYK,BOS,2023-10-23 16:04:00
62,Jalen Brunson,43296,30.5,-135.0,under,PTS+AST,Underdog Fantasy,3,2023-10-25T23:00:00,0.574468085106383,NYK,BOS,2023-10-23 16:04:00
63,Jalen Brunson,43296,29.5,-135.0,under,PTS+TRB,Underdog Fantasy,3,2023-10-25T23:00:00,0.574468085106383,NYK,BOS,2023-10-23 16:04:00
64,Jalen Brunson,43296,34.5,-135.0,under,PTS+TRB+AST,Underdog Fantasy,3,2023-10-25T23:00:00,0.574468085106383,NYK,BOS,2023-10-23 16:04:00
65,Jalen Brunson,43296,4.0,-135.0,under,TRB,Underdog Fantasy,3,2023-10-25T23:00:00,0.574468085106383,NYK,BOS,2023-10-23 16:04:00
66,Jalen Brunson,43296,24.5,-135.0,under,PTS,Underdog Fantasy,3,2023-10-25T23:00:00,0.574468085106383,NYK,BOS,2023-10-23 16:04:00
67,Jalen Brunson,43296,9.5,-135.0,under,TRB + AST,Underdog Fantasy,3,2023-10-25T23:00:00,0.574468085106383,NYK,BOS,2023-10-23 16:04:00
68,Jalen Brunson,43296,5.5,-135.0,under,AST,Underdog Fantasy,3,2023-10-25T23:00:00,0.574468085106383,NYK,BOS,2023-10-23 16:04:00
69,Jalen Brunson,43296,3.5,-140.0,under,TRB,PointsBet,3,2023-10-25T23:00:00,0.5833333333333334,NYK,BOS,2023-10-23 16:04:00
70,Jalen Brunson,43296,6.5,-170.0,under,TRB + AST,PointsBet,3,2023-10-25T23:00:00,0.6296296296296297,NYK,BOS,2023-10-23 16:04:00
71,Jalen Brunson,43296,2.5,-125.0,under,AST,PointsBet,3,2023-10-25T23:00:00,0.5555555555555556,NYK,BOS,2023-10-23 16:04:00
75,Jalen Brunson,43296,5.5,-132.0,over,AST,FanDuel,3,2023-10-25T23:00:00,0.5689655172413793,NYK,BOS,2023-10-23 16:04:00
76,Jalen Brunson,43296,29.5,-120.0,over,PTS+AST,FanDuel,3,2023-10-25T23:00:00,0.5454545454545454,NYK,BOS,2023-10-23 16:04:00
77,Jalen Brunson,43296,27.5,-122.0,over,PTS+TRB,FanDuel,3,2023-10-25T23:00:00,0.5495495495495496,NYK,BOS,2023-10-23 16:04:00
78,Jalen Brunson,43296,2.5,132.0,over,3P,FanDuel,3,2023-10-25T23:00:00,0.4310344827586206,NYK,BOS,2023-10-23 16:04:00
79,Jalen Brunson,43296,33.5,-120.0,over,PTS+TRB+AST,FanDuel,3,2023-10-25T23:00:00,0.5454545454545454,NYK,BOS,2023-10-23 16:04:00
80,Jalen Brunson,43296,3.5,-132.0,over,TRB,FanDuel,3,2023-10-25T23:00:00,0.5689655172413793,NYK,BOS,2023-10-23 16:04:00
81,Jalen Brunson,43296,23.5,-125.0,over,PTS,FanDuel,3,2023-10-25T23:00:00,0.5555555555555556,NYK,BOS,2023-10-23 16:04:00
82,Jalen Brunson,43296,9.5,-122.0,over,TRB + AST,FanDuel,3,2023-10-25T23:00:00,0.5495495495495496,NYK,BOS,2023-10-23 16:04:00
83,Jalen Brunson,43296,1.5,195.0,over,BLK + STL,Bet365,3,2023-10-25T23:00:00,0.3389830508474576,NYK,BOS,2023-10-23 16:04:00
84,Jalen Brunson,43296,0.5,-210.0,over,STL,Bet365,3,2023-10-25T23:00:00,0.6774193548387096,NYK,BOS,2023-10-23 16:04:00
