,player,team,line,stat,league,date,time
535,Rafa Cabrera-Bello,Jamie Donaldson,0.0,Birdies or Better Matchup,131,2023-10-12,2023-10-11 13:51:00
536,Chase Young,Weeks 6-9,1.75,Sacks,263,2023-10-12,2023-10-11 13:51:00
537,Elise Mertens,S. Lansere (Hong Kong),5.0,Break Points Won,5,2023-10-12,2023-10-11 13:51:00
538,Patrick Mahomes,DEN,268.5,Pass Yards,9,2023-10-12,2023-10-11 13:51:00
539,Brandon Pfaadt,LAD,3.5,Pitcher Strikeouts,2,2023-10-11,2023-10-11 13:51:00
540,Djoko,Spirit,9.0,MAP 3 Headshots,265,2023-10-11,2023-10-11 13:51:00
541,Nightfall,Thunder (MAPS 1-2 Kills),18.5,MAPS 1-2 Kills,174,2023-10-12,2023-10-11 13:51:00
542,Lamelo Ball,2023-2024 Season,4.5,Triple-Doubles,173,2023-10-25,2023-10-11 13:51:00
543,Lamelo Ball,2023-2024 Season,12.5,30+ Point Games,173,2023-10-25,2023-10-11 13:51:00
544,John Tavares,2023-2024 Season,30.5,Goals,236,2023-10-11,2023-10-11 13:51:00
545,Patrick Mahomes,DEN,0.5,INT,9,2023-10-12,2023-10-11 13:51:00
546,Jadeveon Clowney,Weeks 6-9,1.5,Sacks,263,2023-10-12,2023-10-11 13:51:00
547,Elise Mertens,S. Lansere (Hong Kong),2.5,Aces,5,2023-10-12,2023-10-11 13:51:00
548,muffinloop,SCYTHE NWJ (MAPS 1-2 Kills),32.0,MAPS 1-2 Kills,159,2023-10-12,2023-10-11 13:51:00
549,Adam Schenk,Seonghyeon Kim,0.0,Birdies or Better Matchup,1,2023-10-12,2023-10-11 13:51:00
550,Adam Schenk,TPC Summerlin  RD 1,68.0,Strokes,1,2023-10-12,2023-10-11 13:51:00
551,Lamelo Ball,2023-2024 Season,8.7,Assists Per Game AVG,173,2023-10-25,2023-10-11 13:51:00
552,Lamelo Ball,2023-2024 Season,23.7,Points Per Game AVG,173,2023-10-25,2023-10-11 13:51:00
553,Elise Mertens,S. Lansere (Hong Kong),18.5,Total Games,5,2023-10-12,2023-10-11 13:51:00
554,Lamelo Ball,2023-2024 Season,4.0,3PT Made Per Game AVG,173,2023-10-25,2023-10-11 13:51:00
555,Patrick Mahomes,Weeks 6-9,95.5,Rush Yards,263,2023-10-12,2023-10-11 13:51:00
556,Isiah Pacheco,DEN,16.5,Rush Attempts,9,2023-10-12,2023-10-11 13:51:00
557,Lucas Herbert,Nate Lashley,0.0,Birdies or Better Matchup,1,2023-10-12,2023-10-11 13:51:00
558,Lance Lynn,ARI,4.0,Hits Allowed,2,2023-10-11,2023-10-11 13:51:00
559,Lance Lynn,ARI,3.5,Pitcher Strikeouts,2,2023-10-11,2023-10-11 13:51:00
560,Isiah Pacheco,DEN,12.5,Receiving Yards,9,2023-10-12,2023-10-11 13:51:00
561,Lance Lynn,ARI,12.0,Pitching Outs,2,2023-10-11,2023-10-11 13:51:00
562,Rose,SCYTHE NWJ (MAPS 1-2 Kills),24.5,MAPS 1-2 Kills,159,2023-10-12,2023-10-11 13:51:00
563,Beatriz Haddad Maia,A. Pavlyuchenkova (Hong Kong),2.5,Aces,5,2023-10-12,2023-10-11 13:51:00
564,Trae Young,2023-2024 Season,0.5,50+ Point Games,173,2023-10-25,2023-10-11 13:51:00
565,gpk~,Thunder (MAPS 1-2 Kills),15.5,MAPS 1-2 Kills,174,2023-10-12,2023-10-11 13:51:00
566,Lucas Herbert,TPC Summerlin  RD 1,68.0,Strokes,1,2023-10-12,2023-10-11 13:51:00
567,Bradley Chubb,Weeks 6-9,1.5,Sacks,263,2023-10-12,2023-10-11 13:51:00
568,Beatriz Haddad Maia,A. Pavlyuchenkova (Hong Kong),21.5,Total Games,5,2023-10-12,2023-10-11 13:51:00
569,David Pastrnak,2023-2024 Season,47.5,Goals,236,2023-10-11,2023-10-11 13:51:00
570,Trae Young,2023-2024 Season,9.9,Assists Per Game AVG,173,2023-10-25,2023-10-11 13:51:00
571,Isiah Pacheco,DEN,91.5,Rush+Rec Yds,9,2023-10-12,2023-10-11 13:51:00
572,Trae Young,2023-2024 Season,11.5,Technical Fouls,173,2023-10-25,2023-10-11 13:51:00
573,Isiah Pacheco,DEN,75.5,Rush Yards,9,2023-10-12,2023-10-11 13:51:00
574,Maka,Spirit,6.0,MAP 3 Headshots,265,2023-10-11,2023-10-11 13:51:00
575,Trae Young,2023-2024 Season,26.1,Points Per Game AVG,173,2023-10-25,2023-10-11 13:51:00
576,Trae Young,2023-2024 Season,20.5,30+ Point Games,173,2023-10-25,2023-10-11 13:51:00
577,Beatriz Haddad Maia,A. Pavlyuchenkova (Hong Kong),4.0,Break Points Won,5,2023-10-12,2023-10-11 13:51:00
578,Trae Young,2023-2024 Season,2.4,3PT Made Per Game AVG,173,2023-10-25,2023-10-11 13:51:00
579,Linda Fruhvirtova,A. Korneeva (Hong Kong),3.0,Aces,5,2023-10-12,2023-10-11 13:51:00
580,Edouard Julien,HOU,0.5,Total Bases,2,2023-10-11,2023-10-11 13:51:00
581,Connor McDavid,2023-2024 Season,55.5,Goals,236,2023-10-11,2023-10-11 13:51:00
582,KiRi,SCYTHE NWJ (MAPS 1-2 Kills),26.5,MAPS 1-2 Kills,159,2023-10-12,2023-10-11 13:51:00
583,Brandon Miller ,2023-2024 Season,14.3,Points Per Game AVG,173,2023-10-25,2023-10-11 13:51:00
584,Linda Fruhvirtova,A. Korneeva (Hong Kong),4.5,Break Points Won,5,2023-10-12,2023-10-11 13:51:00
585,shiro,GG (MAPS 1-2 Kills),11.0,MAPS 1-2 Kills,174,2023-10-12,2023-10-11 13:51:00
586,Linda Fruhvirtova,A. Korneeva (Hong Kong),21.5,Total Games,5,2023-10-12,2023-10-11 13:51:00
587,J.J. Spaun,Kyounghoon Lee,0.0,Birdies or Better Matchup,1,2023-10-12,2023-10-11 13:51:00
588,hAdji,Spirit,7.5,MAP 3 Headshots,265,2023-10-11,2023-10-11 13:51:00
589,J.J. Spaun,TPC Summerlin  RD 1,68.5,Strokes,1,2023-10-12,2023-10-11 13:51:00
590,Cameron Jordan,Weeks 6-9,1.25,Sacks,263,2023-10-12,2023-10-11 13:51:00
591,Elias Pettersson,2023-2024 Season,35.5,Goals,236,2023-10-11,2023-10-11 13:51:00
592,Terry Rozier,2023-2024 Season,20.1,Points Per Game AVG,173,2023-10-25,2023-10-11 13:51:00
593,Yordan Alvarez,MIN,1.5,Total Bases,2,2023-10-11,2023-10-11 13:51:00
594,NothingToSay,GG (MAPS 1-2 Kills),11.0,MAPS 1-2 Kills,174,2023-10-12,2023-10-11 13:51:00
595,Terry Rozier,2023-2024 Season,2.5,Double-Doubles,173,2023-10-25,2023-10-11 13:51:00
596,Jerick McKinnon,DEN,8.5,Rush Yards,9,2023-10-12,2023-10-11 13:51:00
597,Mirra Andreeva,L. Fernandez (Hong Kong),4.5,Break Points Won,5,2023-10-12,2023-10-11 13:51:00
598,Aaron Rai,TPC Summerlin  RD 1,68.5,Strokes,1,2023-10-12,2023-10-11 13:51:00
599,Jerick McKinnon,DEN,13.5,Receiving Yards,9,2023-10-12,2023-10-11 13:51:00
600,George Karlaftis,Weeks 6-9,1.75,Sacks,263,2023-10-12,2023-10-11 13:51:00
601,Mirra Andreeva,L. Fernandez (Hong Kong),21.5,Total Games,5,2023-10-12,2023-10-11 13:51:00
602,Mirra Andreeva,L. Fernandez (Hong Kong),1.5,Aces,5,2023-10-12,2023-10-11 13:51:00
603,Jerick McKinnon,DEN,24.5,Rush+Rec Yds,9,2023-10-12,2023-10-11 13:51:00
604,Lucky,Spirit,6.0,MAP 3 Headshots,265,2023-10-11,2023-10-11 13:51:00
605,oreopheliaa,Global Esports Phoenix (MAPS 1-2 Kills),33.5,MAPS 1-2 Kills,159,2023-10-12,2023-10-11 13:51:00
606,Aaron Rai,Mark Hubbard,0.0,Birdies or Better Matchup,1,2023-10-12,2023-10-11 13:51:00
607,Tom Hoge,TPC Summerlin  RD 1,68.0,Strokes,1,2023-10-12,2023-10-11 13:51:00
608,Leon Draisaitl,2023-2024 Season,50.5,Goals,236,2023-10-11,2023-10-11 13:51:00
609,Liudmila Samsonova,L. Siegemund (Zhengzhou),5.5,Aces,5,2023-10-12,2023-10-11 13:51:00
610,Fred VanVleet,2023-2024 Season,0.5,Triple-Doubles,173,2023-10-25,2023-10-11 13:51:00
611,Jordan Poole,2023-2024 Season,15.5,30+ Point Games,173,2023-10-25,2023-10-11 13:51:00
612,Jordan Poole,2023-2024 Season,8.5,Technical Fouls,173,2023-10-25,2023-10-11 13:51:00
613,Liudmila Samsonova,L. Siegemund (Zhengzhou),20.5,Total Games,5,2023-10-12,2023-10-11 13:51:00
614,Liudmila Samsonova,L. Siegemund (Zhengzhou),4.5,Break Points Won,5,2023-10-12,2023-10-11 13:51:00
615,dyrachyo,LGD (MAPS 1-2 Kills),14.5,MAPS 1-2 Kills,174,2023-10-12,2023-10-11 13:51:00
616,Ex3rcice,Spirit,7.0,MAP 3 Headshots,265,2023-10-11,2023-10-11 13:51:00
617,Jordan Poole,2023-2024 Season,3.1,3PT Made Per Game AVG,173,2023-10-25,2023-10-11 13:51:00
618,Tyus Jones,2023-2024 Season,6.9,Assists Per Game AVG,173,2023-10-25,2023-10-11 13:51:00
619,crescents,Global Esports Phoenix (MAPS 1-2 Kills),32.5,MAPS 1-2 Kills,159,2023-10-12,2023-10-11 13:51:00
620,Jordan Poole,2023-2024 Season,24.4,Points Per Game AVG,173,2023-10-25,2023-10-11 13:51:00
621,Matt Wallner,HOU,0.5,Total Bases,2,2023-10-11,2023-10-11 13:51:00
622,Gabriel Davis,Weeks 6-9,13.5,Receptions,263,2023-10-12,2023-10-11 13:51:00
623,Quinn,LGD (MAPS 1-2 Kills),15.0,MAPS 1-2 Kills,174,2023-10-12,2023-10-11 13:51:00
624,skyelyse,Global Esports Phoenix (MAPS 1-2 Kills),33.0,MAPS 1-2 Kills,159,2023-10-12,2023-10-11 13:51:00
625,Mitchell Robinson,2023-2024 Season,17.5,Double-Doubles,173,2023-10-25,2023-10-11 13:51:00
626,Tyrese Haliburton,2023-2024 Season,21.2,Points Per Game AVG,173,2023-10-25,2023-10-11 13:51:00
627,Luke List,Nick Taylor,0.0,Birdies or Better Matchup,1,2023-10-12,2023-10-11 13:51:00
628,Tyrese Haliburton,2023-2024 Season,1.5,Technical Fouls,173,2023-10-25,2023-10-11 13:51:00
629,Ons Jabeur,L. Bronzetti (Zhengzhou),5.0,Break Points Won,5,2023-10-12,2023-10-11 13:51:00
630,Javonte Williams,KC,10.5,Receiving Yards,9,2023-10-12,2023-10-11 13:51:00
631,Luke List,TPC Summerlin  RD 1,68.5,Strokes,1,2023-10-12,2023-10-11 13:51:00
632,Javonte Williams,KC,35.5,Rush Yards,9,2023-10-12,2023-10-11 13:51:00
633,Tyrese Haliburton,2023-2024 Season,8.5,30+ Point Games,173,2023-10-25,2023-10-11 13:51:00
634,donk,Looking4Org,11.5,MAP 3 Headshots,265,2023-10-11,2023-10-11 13:51:00
635,Ons Jabeur,L. Bronzetti (Zhengzhou),3.5,Aces,5,2023-10-12,2023-10-11 13:51:00
636,Ons Jabeur,L. Bronzetti (Zhengzhou),20.0,Total Games,5,2023-10-12,2023-10-11 13:51:00
637,Nathan MacKinnon,2023-2024 Season,39.5,Goals,236,2023-10-11,2023-10-11 13:51:00
638,Tyrese Haliburton,2023-2024 Season,9.9,Assists Per Game AVG,173,2023-10-25,2023-10-11 13:51:00
639,Kyle Kuzma,2023-2024 Season,9.5,30+ Point Games,173,2023-10-25,2023-10-11 13:51:00
640,yaamoriY,Global Esports Phoenix (MAPS 1-2 Kills),33.5,MAPS 1-2 Kills,159,2023-10-12,2023-10-11 13:51:00
641,Adam Trautman,KC,20.5,Receiving Yards,9,2023-10-12,2023-10-11 13:51:00
642,Daria Kasatkina,Z. Bai (Zhengzhou),19.5,Total Games,5,2023-10-12,2023-10-11 13:51:00
643,Kyle Kuzma,2023-2024 Season,0.5,Technical Fouls,173,2023-10-25,2023-10-11 13:51:00
644,ArtFr0st,Looking4Org,4.0,MAP 3 Headshots,265,2023-10-11,2023-10-11 13:51:00
645,Daria Kasatkina,Z. Bai (Zhengzhou),0.5,Aces,5,2023-10-12,2023-10-11 13:51:00
646,Timado,Tundra (MAPS 1-2 Kills),11.0,MAPS 1-2 Kills,174,2023-10-12,2023-10-11 13:51:00
647,Daria Kasatkina,Z. Bai (Zhengzhou),5.5,Break Points Won,5,2023-10-12,2023-10-11 13:51:00
648,Beau Hossler,TPC Summerlin  RD 1,68.0,Strokes,1,2023-10-12,2023-10-11 13:51:00
649,Kyle Kuzma,2023-2024 Season,21.5,Points Per Game AVG,173,2023-10-25,2023-10-11 13:51:00
650,Kevin Fiala,2023-2024 Season,26.5,Goals,236,2023-10-11,2023-10-11 13:51:00
651,Jalen Brunson,2023-2024 Season,14.5,30+ Point Games,173,2023-10-25,2023-10-11 13:51:00
652,Barbora Krejcikova,P. Martic (Zhengzhou),21.5,Total Games,5,2023-10-12,2023-10-11 13:51:00
653,zont1x,Looking4Org,6.5,MAP 3 Headshots,265,2023-10-11,2023-10-11 13:51:00
654,Christiaan Bezuidenhout,TPC Summerlin  RD 1,4.5,Birdies Or Better,1,2023-10-12,2023-10-11 13:51:00
655,Christiaan Bezuidenhout,TPC Summerlin  RD 1,68.0,Strokes,1,2023-10-12,2023-10-11 13:51:00
656,Jalen Brunson,2023-2024 Season,24.4,Points Per Game AVG,173,2023-10-25,2023-10-11 13:51:00
657,Jalen Brunson,2023-2024 Season,7.5,Double-Doubles,173,2023-10-25,2023-10-11 13:51:00
658,Barbora Krejcikova,P. Martic (Zhengzhou),4.0,Aces,5,2023-10-12,2023-10-11 13:51:00
659,Jalen Brunson,2023-2024 Season,6.1,Assists Per Game AVG,173,2023-10-25,2023-10-11 13:51:00
660,Barbora Krejcikova,P. Martic (Zhengzhou),4.0,Break Points Won,5,2023-10-12,2023-10-11 13:51:00
661,Christiaan Bezuidenhout,Austin Smotherman,0.0,Birdies or Better Matchup,1,2023-10-12,2023-10-11 13:51:00
662,Brandon Johnson,KC,14.5,Receiving Yards,9,2023-10-12,2023-10-11 13:51:00
663,Bryle,Tundra (MAPS 1-2 Kills),12.0,MAPS 1-2 Kills,174,2023-10-12,2023-10-11 13:51:00
664,Mikko Rantanen,2023-2024 Season,44.5,Goals,236,2023-10-11,2023-10-11 13:51:00
665,Rudy Gobert,2023-2024 Season,7.5,Technical Fouls,173,2023-10-25,2023-10-11 13:51:00
666,Webb Simpson,TPC Summerlin  RD 1,4.5,Birdies Or Better,1,2023-10-12,2023-10-11 13:51:00
667,Kyle Connor,2023-2024 Season,36.5,Goals,236,2023-10-11,2023-10-11 13:51:00
668,Julius Randle,2023-2024 Season,10.5,Technical Fouls,173,2023-10-25,2023-10-11 13:51:00
669,Webb Simpson,TPC Summerlin  RD 1,68.5,Strokes,1,2023-10-12,2023-10-11 13:51:00
670,Julius Randle,2023-2024 Season,10.0,Rebounds Per Game AVG,173,2023-10-25,2023-10-11 13:51:00
671,Julius Randle,2023-2024 Season,14.5,30+ Point Games,173,2023-10-25,2023-10-11 13:51:00
672,skiter,TSM (MAPS 1-2 Kills),14.0,MAPS 1-2 Kills,174,2023-10-12,2023-10-11 13:51:00
673,Julius Randle,2023-2024 Season,0.5,Triple-Doubles,173,2023-10-25,2023-10-11 13:51:00
674,Julius Randle,2023-2024 Season,24.3,Points Per Game AVG,173,2023-10-25,2023-10-11 13:51:00
675,Julius Randle,2023-2024 Season,0.5,50+ Point Games,173,2023-10-25,2023-10-11 13:51:00
676,magixx,Looking4Org,6.0,MAP 3 Headshots,265,2023-10-11,2023-10-11 13:51:00
677,Topson,TSM (MAPS 1-2 Kills),18.5,MAPS 1-2 Kills,174,2023-10-12,2023-10-11 13:51:00
678,Elias Lindholm,2023-2024 Season,28.5,Goals,236,2023-10-11,2023-10-11 13:51:00
679,Stewart Cink,Joel Dahmen,0.0,Birdies or Better Matchup,1,2023-10-12,2023-10-11 13:51:00
680,Anthony Davis,SAC,14.5,PTS,237,2023-10-11,2023-10-11 13:51:00
681,A'ja Wilson + Kelsey Plum,NYL,41.5,Points (Combo),3,2023-10-11,2023-10-11 13:51:00
682,Stewart Cink,TPC Summerlin  RD 1,4.5,Birdies Or Better,1,2023-10-12,2023-10-11 13:51:00
683,Travis Kelce,DEN,67.5,Receiving Yards,9,2023-10-12,2023-10-11 13:51:00
684,Stewart Cink,TPC Summerlin  RD 1,68.5,Strokes,1,2023-10-12,2023-10-11 13:51:00
685,chopper,Looking4Org,8.0,MAP 3 Headshots,265,2023-10-11,2023-10-11 13:51:00
686,Markus Howard,ALBA Berlin,2.5,3P,151,2023-10-12,2023-10-11 13:51:00
687,Johnny Gaudreau,2023-2024 Season,28.5,Goals,236,2023-10-12,2023-10-11 13:51:00
688,Paolo Banchero,2023-2024 Season,8.5,30+ Point Games,173,2023-10-25,2023-10-11 13:51:00
689,Erik Van Rooyen,Garrick Higgo,0.0,Birdies or Better Matchup,1,2023-10-12,2023-10-11 13:51:00
690,Erik Van Rooyen,TPC Summerlin  RD 1,68.5,Strokes,1,2023-10-12,2023-10-11 13:51:00
691,Joe Ryan,HOU 1+2 Innings,2.0,Pitcher Strikeouts,231,2023-10-11,2023-10-11 13:51:00
692,Courtland Sutton,KC,43.5,Receiving Yards,9,2023-10-12,2023-10-11 13:51:00
693,junior,Forsaken,32.5,MAPS 1-2 Kills,265,2023-10-11,2023-10-11 13:51:00
694,Paolo Banchero,2023-2024 Season,21.9,Points Per Game AVG,173,2023-10-25,2023-10-11 13:51:00
695,Courtland Sutton,KC,3.5,Receptions,9,2023-10-12,2023-10-11 13:51:00
696,Markus Howard,ALBA Berlin,18.5,PTS,151,2023-10-12,2023-10-11 13:51:00
697,De'Aaron Fox,LAL,14.5,PTS,237,2023-10-11,2023-10-11 13:51:00
698,Jose Urquidy,MIN 1st Inning,16.0,Pitches Thrown,231,2023-10-11,2023-10-11 13:51:00
699,Yordan Alvarez,MIN,8.0,Hitter Fantasy Score,2,2023-10-11,2023-10-11 13:51:00
700,Paolo Banchero,2023-2024 Season,13.5,Double-Doubles,173,2023-10-25,2023-10-11 13:51:00
701,Yatoro,SMG (MAPS 1-2 Kills),19.5,MAPS 1-2 Kills,174,2023-10-12,2023-10-11 13:51:00
702,Erik Van Rooyen,TPC Summerlin  RD 1,4.5,Birdies Or Better,1,2023-10-12,2023-10-11 13:51:00
703,A'ja Wilson + Chelsea Gray,NYL,39.5,Points (Combo),3,2023-10-11,2023-10-11 13:51:00
704,Jerry Jeudy,KC,4.5,Receptions,9,2023-10-12,2023-10-11 13:51:00
705,D'Angelo Russell,SAC,11.5,PTS,237,2023-10-11,2023-10-11 13:51:00
706,Sterling Brown,Bitci Baskonia Victoria-Gasteiz,13.5,PTS,151,2023-10-12,2023-10-11 13:51:00
707,autimatic,Forsaken,31.5,MAPS 1-2 Kills,265,2023-10-11,2023-10-11 13:51:00
708,Larl,SMG (MAPS 1-2 Kills),14.0,MAPS 1-2 Kills,174,2023-10-12,2023-10-11 13:51:00
709,Akshay Bhatia,Harry Hall,0.0,Birdies or Better Matchup,1,2023-10-12,2023-10-11 13:51:00
710,Jerry Jeudy,KC,52.5,Receiving Yards,9,2023-10-12,2023-10-11 13:51:00
711,Joe Ryan,HOU 1st Inning,16.0,Pitches Thrown,231,2023-10-11,2023-10-11 13:51:00
712,Carlos Correa,HOU,6.5,Hitter Fantasy Score,2,2023-10-11,2023-10-11 13:51:00
713,Artemi Panarin,2023-2024 Season,28.5,Goals,236,2023-10-12,2023-10-11 13:51:00
714,Akshay Bhatia,TPC Summerlin  RD 1,68.5,Strokes,1,2023-10-12,2023-10-11 13:51:00
715,A'ja Wilson + Jackie Young,NYL,41.5,Points (Combo),3,2023-10-11,2023-10-11 13:51:00
716,Jose Urquidy,MIN 1+2 Innings,2.0,Pitcher Strikeouts,231,2023-10-11,2023-10-11 13:51:00
717,Jose Altuve,MIN,7.0,Hitter Fantasy Score,2,2023-10-11,2023-10-11 13:51:00
718,Ben Griffin,Joseph Bramlett,0.0,Birdies or Better Matchup,1,2023-10-12,2023-10-11 13:51:00
719,Clint Capela,2023-2024 Season,11.1,Rebounds Per Game AVG,173,2023-10-25,2023-10-11 13:51:00
720,Domantas Sabonis,LAL,9.5,PTS,237,2023-10-11,2023-10-11 13:51:00
721,Kelsey Plum + Jackie Young,NYL,38.5,Points (Combo),3,2023-10-11,2023-10-11 13:51:00
722,Justin Watson,DEN,21.5,Receiving Yards,9,2023-10-12,2023-10-11 13:51:00
723,Clint Capela,2023-2024 Season,0.5,Technical Fouls,173,2023-10-25,2023-10-11 13:51:00
724,Tage Thompson,2023-2024 Season,43.5,Goals,236,2023-10-12,2023-10-11 13:51:00
725,Chima Moneke,ALBA Berlin,7.5,TRB,151,2023-10-12,2023-10-11 13:51:00
726,Chima Moneke,ALBA Berlin,11.5,PTS,151,2023-10-12,2023-10-11 13:51:00
727,Jeorge,Forsaken,27.5,MAPS 1-2 Kills,265,2023-10-11,2023-10-11 13:51:00
728,MidOne,TSpirit (MAPS 1-2 Kills),13.0,MAPS 1-2 Kills,174,2023-10-12,2023-10-11 13:51:00
729,Ben Griffin,TPC Summerlin  RD 1,68.5,Strokes,1,2023-10-12,2023-10-11 13:51:00
730,Kristaps Porzingis,2023-2024 Season,5.5,Technical Fouls,173,2023-10-25,2023-10-11 13:51:00
731,Mika Zibanejad,2023-2024 Season,35.5,Goals,236,2023-10-12,2023-10-11 13:51:00
732,Johannes Thiemann,Bitci Baskonia Victoria-Gasteiz,5.5,TRB,151,2023-10-12,2023-10-11 13:51:00
733,Royce Lewis,HOU,7.0,Hitter Fantasy Score,2,2023-10-11,2023-10-11 13:51:00
734,Chelsea Gray + Kelsey Plum,NYL,36.5,Points (Combo),3,2023-10-11,2023-10-11 13:51:00
735,HexT,Forsaken,28.0,MAPS 1-2 Kills,265,2023-10-11,2023-10-11 13:51:00
736,No[o]ne-,TSpirit (MAPS 1-2 Kills),12.0,MAPS 1-2 Kills,174,2023-10-12,2023-10-11 13:51:00
737,Johannes Thiemann,Bitci Baskonia Victoria-Gasteiz,17.5,PTS+TRB+AST,151,2023-10-12,2023-10-11 13:51:00
738,Kadarius Toney,DEN,31.5,Receiving Yards,9,2023-10-12,2023-10-11 13:51:00
739,Christian Wood,SAC,8.5,PTS,237,2023-10-11,2023-10-11 13:51:00
740,Johannes Thiemann,Bitci Baskonia Victoria-Gasteiz,11.5,PTS,151,2023-10-12,2023-10-11 13:51:00
741,Alex Bregman,MIN,6.5,Hitter Fantasy Score,2,2023-10-11,2023-10-11 13:51:00
742,miCKe,AR (MAPS 1-2 Kills),17.5,MAPS 1-2 Kills,174,2023-10-12,2023-10-11 13:51:00
743,Jaylen Brown,2023-2024 Season,17.5,30+ Point Games,173,2023-10-25,2023-10-11 13:51:00
744,Chelsea Gray + Jackie Young,NYL,36.5,Points (Combo),3,2023-10-11,2023-10-11 13:51:00
745,Walco,Forsaken,26.5,MAPS 1-2 Kills,265,2023-10-11,2023-10-11 13:51:00
746,Marquez Valdes-Scantling,DEN,19.5,Receiving Yards,9,2023-10-12,2023-10-11 13:51:00
747,Alex DeBrincat,2023-2024 Season,35.5,Goals,236,2023-10-12,2023-10-11 13:51:00
748,Matt Costello,ALBA Berlin,7.5,PTS,151,2023-10-12,2023-10-11 13:51:00
749,Matt Costello,ALBA Berlin,3.5,TRB,151,2023-10-12,2023-10-11 13:51:00
750,Marvin Mims Jr.,KC,18.5,Receiving Yards,9,2023-10-12,2023-10-11 13:51:00
751,Jaylen Brown,2023-2024 Season,3.5,Technical Fouls,173,2023-10-25,2023-10-11 13:51:00
752,Matt Thomas,Bitci Baskonia Victoria-Gasteiz,11.5,PTS,151,2023-10-12,2023-10-11 13:51:00
753,Chris Kreider,2023-2024 Season,35.5,Goals,236,2023-10-12,2023-10-11 13:51:00
754,JBa,Evil Geniuses,32.5,MAPS 1-2 Kills,265,2023-10-11,2023-10-11 13:51:00
755,Kelsey Plum + Jackie Young,NYL,8.5,Assists (Combo),3,2023-10-11,2023-10-11 13:51:00
756,Jaylen Brown,2023-2024 Season,25.6,Points Per Game AVG,173,2023-10-25,2023-10-11 13:51:00
757,Nisha,AR (MAPS 1-2 Kills),15.5,MAPS 1-2 Kills,174,2023-10-12,2023-10-11 13:51:00
758,Gabe Vincent,SAC,7.5,PTS,237,2023-10-11,2023-10-11 13:51:00
759,Rashee Rice,DEN,30.5,Receiving Yards,9,2023-10-12,2023-10-11 13:51:00
760,Lou,Liquid (MAPS 1-2 Kills),10.0,MAPS 1-2 Kills,174,2023-10-12,2023-10-11 13:51:00
761,Timo Meier,2023-2024 Season,37.5,Goals,236,2023-10-12,2023-10-11 13:51:00
762,Chelsea Gray + Kelsey Plum,NYL,11.5,Assists (Combo),3,2023-10-11,2023-10-11 13:51:00
763,Jayson Tatum,2023-2024 Season,0.5,Triple-Doubles,173,2023-10-25,2023-10-11 13:51:00
764,cxzi,Evil Geniuses,29.0,MAPS 1-2 Kills,265,2023-10-11,2023-10-11 13:51:00
765,Jayson Tatum,2023-2024 Season,8.5,Technical Fouls,173,2023-10-25,2023-10-11 13:51:00
766,Maik Kotsar,ALBA Berlin,7.5,PTS,151,2023-10-12,2023-10-11 13:51:00
767,Jayson Tatum,2023-2024 Season,0.5,50+ Point Games,173,2023-10-25,2023-10-11 13:51:00
768,Jayson Tatum,2023-2024 Season,29.6,Points Per Game AVG,173,2023-10-25,2023-10-11 13:51:00
769,Dillon Brooks ,2023-2024 Season,1.5,30+ Point Games,173,2023-10-25,2023-10-11 13:51:00
770,Dillon Brooks ,2023-2024 Season,14.5,Technical Fouls,173,2023-10-25,2023-10-11 13:51:00
771,Chelsea Gray + Jackie Young,NYL,12.0,Assists (Combo),3,2023-10-11,2023-10-11 13:51:00
772,RJ Barrett,2023-2024 Season,19.7,Points Per Game AVG,173,2023-10-25,2023-10-11 13:51:00
773,Louis Olinde,Bitci Baskonia Victoria-Gasteiz,9.5,PTS,151,2023-10-12,2023-10-11 13:51:00
774,Louis Olinde,Bitci Baskonia Victoria-Gasteiz,4.0,TRB,151,2023-10-12,2023-10-11 13:51:00
775,RJ Barrett,2023-2024 Season,7.5,30+ Point Games,173,2023-10-25,2023-10-11 13:51:00
776,Infinite,Evil Geniuses,30.0,MAPS 1-2 Kills,265,2023-10-11,2023-10-11 13:51:00
777,Somnus,Liquid (MAPS 1-2 Kills),13.5,MAPS 1-2 Kills,174,2023-10-12,2023-10-11 13:51:00
778,Skyy Moore,DEN,27.5,Receiving Yards,9,2023-10-12,2023-10-11 13:51:00
779,Jack Hughes,2023-2024 Season,42.5,Goals,236,2023-10-12,2023-10-11 13:51:00
780,wiz,Evil Geniuses,29.5,MAPS 1-2 Kills,265,2023-10-11,2023-10-11 13:51:00
781,Aleksander Barkov,2023-2024 Season,28.5,Goals,236,2023-10-12,2023-10-11 13:51:00
782,Bam Adebayo,2023-2024 Season,6.5,30+ Point Games,173,2023-10-25,2023-10-11 13:51:00
783,Kelsey Plum + Jackie Young,NYL,5.0,3-PT Made (Combo),3,2023-10-11,2023-10-11 13:51:00
784,Emily Ducote,Ashley Yoder,75.5,Significant Strikes,12,2023-10-14,2023-10-11 13:51:00
785,Tadas Sedekerskis,ALBA Berlin,6.5,PTS,151,2023-10-12,2023-10-11 13:51:00
786,Knight~,SR (MAPS 1-2 Kills),10.0,MAPS 1-2 Kills,174,2023-10-12,2023-10-11 13:51:00
787,Tadas Sedekerskis,ALBA Berlin,5.5,TRB,151,2023-10-12,2023-10-11 13:51:00
788,Alperen Sengun,2023-2024 Season,0.5,Triple-Doubles,173,2023-10-25,2023-10-11 13:51:00
