,player,team,line,stat,league,date,time
1894,Ryan Reaves,MTL,3.0,Hits,8,2023-10-11,2023-10-11 13:51:00
1895,Michael Pezzetta,TOR,3.5,Hits,8,2023-10-11,2023-10-11 13:51:00
1896,T.J. Brodie,MTL,0.5,Hits,8,2023-10-11,2023-10-11 13:51:00
1897,Tony DeAngelo,OTT,0.5,Hits,8,2023-10-11,2023-10-11 13:51:00
1898,Zack MacEwen,CAR,2.5,Hits,8,2023-10-11,2023-10-11 13:51:00
1899,Sebastian Aho,OTT,0.5,Hits,8,2023-10-11,2023-10-11 13:51:00
1900,Erik Brannstrom,CAR,0.5,Hits,8,2023-10-11,2023-10-11 13:51:00
1901,Connor Bedard,BOS,0.5,Hits,8,2023-10-11,2023-10-11 13:51:00
1902,Brandon Carlo,CHI,1.5,Hits,8,2023-10-11,2023-10-11 13:51:00
1903,Nathan MacKinnon,LA,0.5,Hits,8,2023-10-11,2023-10-11 13:51:00
1904,Leon Draisaitl,VAN,0.5,Hits,8,2023-10-11,2023-10-11 13:51:00
1905,Tyler Myers,EDM,1.5,Hits,8,2023-10-11,2023-10-11 13:51:00
1906,Evander Kane,VAN,3.0,Hits,8,2023-10-11,2023-10-11 13:51:00
1907,Filip Hronek,EDM,1.5,Hits,8,2023-10-11,2023-10-11 13:51:00
1908,Dylan DeMelo,CGY,1.5,Hits,8,2023-10-11,2023-10-11 13:51:00
1909,MacKenzie Weegar,WPG,2.0,Hits,8,2023-10-11,2023-10-11 13:51:00
