,player,team,line,stat,league,date,event_time,time,prop_id
363,Artemi Panarin,WPG,0.5,AST,8,2023-10-30 18:30:00-05:00,2023-10-30 18:30:00-05:00,2023-10-30 09:39:00,3802d545-6
364,Chris Kreider,WPG,0.5,PTS,8,2023-10-30 18:30:00-05:00,2023-10-30 18:30:00-05:00,2023-10-30 09:39:00,8ac51383-b
365,Alex Iafallo,NYR,2.5,Shots On Goal,8,2023-10-30 18:30:00-05:00,2023-10-30 18:30:00-05:00,2023-10-30 09:39:00,4a10d1e1-8
366,Artemi Panarin,WPG,2.5,Shots On Goal,8,2023-10-30 18:30:00-05:00,2023-10-30 18:30:00-05:00,2023-10-30 09:39:00,0e4335b0-3
367,Josh Morrissey,NYR,0.5,AST,8,2023-10-30 18:30:00-05:00,2023-10-30 18:30:00-05:00,2023-10-30 09:39:00,e5eedcb2-3
368,Nikolaj Ehlers,NYR,0.5,PTS,8,2023-10-30 18:30:00-05:00,2023-10-30 18:30:00-05:00,2023-10-30 09:39:00,ca776838-6
369,Kyle Connor,NYR,0.5,AST,8,2023-10-30 18:30:00-05:00,2023-10-30 18:30:00-05:00,2023-10-30 09:39:00,f5de93cd-6
370,Vincent Trocheck,WPG,0.5,PTS,8,2023-10-30 18:30:00-05:00,2023-10-30 18:30:00-05:00,2023-10-30 09:39:00,e50fc4ca-4
371,Chris Kreider,WPG,2.5,Shots On Goal,8,2023-10-30 18:30:00-05:00,2023-10-30 18:30:00-05:00,2023-10-30 09:39:00,ae03cd1e-5
372,Mika Zibanejad,WPG,0.5,AST,8,2023-10-30 18:30:00-05:00,2023-10-30 18:30:00-05:00,2023-10-30 09:39:00,e28ec628-d
373,Mark Scheifele,NYR,2.5,Shots On Goal,8,2023-10-30 18:30:00-05:00,2023-10-30 18:30:00-05:00,2023-10-30 09:39:00,5d674250-7
374,Coby White,IND,12.5,PTS,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,59c71fa5-2
375,Mika Zibanejad,WPG,3.0,Shots On Goal,8,2023-10-30 18:30:00-05:00,2023-10-30 18:30:00-05:00,2023-10-30 09:39:00,d076aea8-3
376,Coby White,IND,16.5,PTS+TRB,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,bd5dea1d-2
377,Coby White,IND,17.5,PTS+AST,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,2cde7f6d-7
378,Coby White,IND,21.5,PTS+TRB+AST,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,4b62a66e-e
379,Coby White,IND 1st Half,6.5,PTS,84,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,59c71fa5-2
380,Coby White,IND,4.5,AST,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,83d5a9b7-7
381,Coby White,IND,8.5,TRB+AST,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,1300ac30-7
382,Coby White,IND 1st Half,10.5,PTS+TRB+AST,84,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,4b62a66e-e
383,Coby White,IND,3.5,TRB,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,c3e50899-c
384,Bennedict Mathurin,CHI,19.5,PTS+TRB+AST,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,5f1a57b6-9
385,Bennedict Mathurin,CHI,3.5,TRB,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,08437738-d
386,Bennedict Mathurin,CHI,1.5,TOV,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,e2570772-d
387,Bennedict Mathurin,CHI 1st Half,9.5,PTS+TRB+AST,84,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,5f1a57b6-9
388,Bennedict Mathurin,CHI,13.5,PTS,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,0351d9fc-f
389,Bennedict Mathurin,CHI 1st Half,6.5,PTS,84,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,0351d9fc-f
390,Bennedict Mathurin,CHI,17.5,PTS+TRB,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,fa11ec9e-1
391,Bennedict Mathurin,CHI,15.5,PTS+AST,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,4bf408f6-6
392,Bennedict Mathurin,CHI,0.5,STL,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,99556b47-5
393,Nikolaj Ehlers,NYR,3.0,Shots On Goal,8,2023-10-30 18:30:00-05:00,2023-10-30 18:30:00-05:00,2023-10-30 09:39:00,38768e57-e
394,DeMar DeRozan,IND,0.5,3P,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,4bdf6f25-e
395,DeMar DeRozan,IND,1.5,BLK+STL,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,e1604e9a-c
396,DeMar DeRozan,IND,25.5,PTS+TRB,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,2553ec15-2
397,DeMar DeRozan,IND,30.5,PTS+TRB+AST,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,cd3b2b77-b
398,DeMar DeRozan,IND 1st Half,15.5,PTS+TRB+AST,84,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,cd3b2b77-b
399,Vincent Trocheck,WPG,2.0,Shots On Goal,8,2023-10-30 18:30:00-05:00,2023-10-30 18:30:00-05:00,2023-10-30 09:39:00,ab9b4e12-f
400,DeMar DeRozan,IND 1st Half,11.0,PTS,84,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,d0354b1b-a
401,DeMar DeRozan,IND,9.0,TRB+AST,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,c1379b1c-9
402,DeMar DeRozan,IND,21.5,PTS,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,d0354b1b-a
403,DeMar DeRozan,IND,26.5,PTS+AST,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,888d03fb-c
404,DeMar DeRozan,IND,4.0,TRB,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,28635ed6-6
405,Bruce Brown,CHI 1st Half,6.5,PTS,84,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,0dbde76b-f
406,Bruce Brown,CHI,15.5,PTS+AST,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,6edbdbee-7
407,Bruce Brown,CHI,13.5,PTS,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,0dbde76b-f
408,Bruce Brown,CHI 1st Half,9.5,PTS+TRB+AST,84,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,2872257b-c
409,Nino Niederreiter,NYR,2.0,Shots On Goal,8,2023-10-30 18:30:00-05:00,2023-10-30 18:30:00-05:00,2023-10-30 09:39:00,34ce26da-b
410,Bruce Brown,CHI,17.5,PTS+TRB,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,bc0a5683-2
411,Bruce Brown,CHI,19.5,PTS+TRB+AST,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,2872257b-c
412,Nikola Vucevic,IND,10.5,TRB,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,0f459265-4
413,Nikola Vucevic,IND,0.5,BLK,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,43644b25-d
414,Nikola Vucevic,IND,25.5,PTS+TRB,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,70e14192-3
415,Nikola Vucevic,IND,28.5,PTS+TRB+AST,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,58a9123c-e
416,Nikola Vucevic,IND 1st Half,14.5,PTS+TRB+AST,84,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,58a9123c-e
417,Nikola Vucevic,IND,13.0,TRB+AST,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,5bb5cf1b-2
418,Nikola Vucevic,IND,14.5,PTS,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,fe7d9bc5-6
419,Nikola Vucevic,IND,17.5,PTS+AST,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,1854ef7d-c
420,Nikola Vucevic,IND,0.5,STL,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,2d98edb5-5
421,Nikola Vucevic,IND 1st Half,7.5,PTS,84,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,fe7d9bc5-6
422,Myles Turner,CHI,22.5,PTS+TRB+AST,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,0364bd60-7
423,Myles Turner,CHI,2.5,BLK+STL,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,29761b3f-9
424,Myles Turner,CHI,8.5,TRB+AST,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,8762fb36-4
425,Myles Turner,CHI 1st Half,11.5,PTS+TRB+AST,84,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,0364bd60-7
426,Myles Turner,CHI 1st Half,7.5,PTS,84,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,b05201cc-c
427,Myles Turner,CHI,1.5,TOV,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,c558ae21-e
428,Myles Turner,CHI,7.0,TRB,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,ad8a5536-9
429,Myles Turner,CHI,15.5,PTS+AST,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,73b7b5b8-f
430,Myles Turner,CHI,14.5,PTS,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,b05201cc-c
431,Myles Turner,CHI,21.5,PTS+TRB,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,101c68f0-3
432,Zach LaVine,IND,34.5,PTS+TRB+AST,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,368d25dc-c
433,Zach LaVine,IND,29.5,PTS+AST,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,1d20dc7d-b
434,Zach LaVine,IND,8.0,TRB+AST,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,e14b5aa6-b
435,Zach LaVine,IND,29.5,PTS+TRB,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,ebb2f80f-2
436,Zach LaVine,IND 1st Half,13.0,PTS,84,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,a1f16d2e-a
437,Zach LaVine,IND,25.5,PTS,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,a1f16d2e-a
438,Zach LaVine,IND,0.5,STL,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,34960fb5-4
439,Zach LaVine,IND 1st Half,17.5,PTS+TRB+AST,84,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,368d25dc-c
440,Obi Toppin,CHI,3.5,TRB,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,07d0c072-6
441,Obi Toppin,CHI,8.5,PTS,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,67628890-a
442,Obi Toppin,CHI,12.5,PTS+TRB,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,5f03944c-f
443,Obi Toppin,CHI 1st Half,4.5,PTS,84,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,67628890-a
444,Tyrese Haliburton,CHI,34.5,PTS+TRB+AST,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,a1418983-c
445,Tyrese Haliburton,CHI,20.5,PTS,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,1f33313a-d
446,Tyrese Haliburton,CHI,10.0,AST,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,c1196489-7
447,Tyrese Haliburton,CHI,23.5,PTS+TRB,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,ca12eedd-f
448,Tyrese Haliburton,CHI,14.0,TRB+AST,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,ef186312-a
449,Tyrese Haliburton,CHI 1st Half,17.5,PTS+TRB+AST,84,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,a1418983-c
450,Tyrese Haliburton,CHI,1.5,BLK+STL,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,0029301b-9
451,Tyrese Haliburton,CHI,3.5,TRB,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,6ffc25e9-b
452,Tyrese Haliburton,CHI,30.5,PTS+AST,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,d61b36d2-4
453,Tyrese Haliburton,CHI 1st Half,10.5,PTS,84,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,1f33313a-d
454,Alex DeBrincat,NYI,3.0,Shots On Goal,8,2023-10-30 18:30:00-05:00,2023-10-30 18:30:00-05:00,2023-10-30 09:39:00,81f5c2cc-e
455,Dylan Larkin,NYI,0.5,AST,8,2023-10-30 18:30:00-05:00,2023-10-30 18:30:00-05:00,2023-10-30 09:39:00,9e5eee40-3
456,Kyle Palmieri,DET,0.5,PTS,8,2023-10-30 18:30:00-05:00,2023-10-30 18:30:00-05:00,2023-10-30 09:39:00,28e831c6-8
457,Noah Dobson,DET,0.5,PTS,8,2023-10-30 18:30:00-05:00,2023-10-30 18:30:00-05:00,2023-10-30 09:39:00,9c68ecc7-9
458,Daniel Sprong,NYI,2.5,Shots On Goal,8,2023-10-30 18:30:00-05:00,2023-10-30 18:30:00-05:00,2023-10-30 09:39:00,9092085e-c
459,Jamie Benn,CBJ,0.5,PTS,8,2023-10-30 19:00:00-05:00,2023-10-30 19:00:00-05:00,2023-10-30 09:39:00,dfc45007-3
460,Johnny Gaudreau,DAL,0.5,AST,8,2023-10-30 19:00:00-05:00,2023-10-30 19:00:00-05:00,2023-10-30 09:39:00,04dc98ba-e
461,Adam Fantilli,DAL,2.0,Shots On Goal,8,2023-10-30 19:00:00-05:00,2023-10-30 19:00:00-05:00,2023-10-30 09:39:00,d40fb13b-6
462,Jack Roslovic,DAL,0.5,PTS,8,2023-10-30 19:00:00-05:00,2023-10-30 19:00:00-05:00,2023-10-30 09:39:00,89ab23d6-f
463,Roope Hintz,CBJ,0.5,AST,8,2023-10-30 19:00:00-05:00,2023-10-30 19:00:00-05:00,2023-10-30 09:39:00,95892a6c-4
464,Zach Werenski,DAL,0.5,PTS,8,2023-10-30 19:00:00-05:00,2023-10-30 19:00:00-05:00,2023-10-30 09:39:00,46a7f5eb-a
465,Tyler Seguin,CBJ,0.5,PTS,8,2023-10-30 19:00:00-05:00,2023-10-30 19:00:00-05:00,2023-10-30 09:39:00,306c892d-3
466,Boone Jenner,DAL,3.0,Shots On Goal,8,2023-10-30 19:00:00-05:00,2023-10-30 19:00:00-05:00,2023-10-30 09:39:00,ecb0958a-4
467,Wyatt Johnston,CBJ,0.5,PTS,8,2023-10-30 19:00:00-05:00,2023-10-30 19:00:00-05:00,2023-10-30 09:39:00,1b5df9d5-1
468,Johnny Gaudreau,DAL,3.0,Shots On Goal,8,2023-10-30 19:00:00-05:00,2023-10-30 19:00:00-05:00,2023-10-30 09:39:00,d4fac0e6-c
469,Roope Hintz,CBJ,3.0,Shots On Goal,8,2023-10-30 19:00:00-05:00,2023-10-30 19:00:00-05:00,2023-10-30 09:39:00,aa3ffea0-e
470,Zach Werenski,DAL,3.0,Shots On Goal,8,2023-10-30 19:00:00-05:00,2023-10-30 19:00:00-05:00,2023-10-30 09:39:00,5d14ba02-1
471,Tyler Seguin,CBJ,2.0,Shots On Goal,8,2023-10-30 19:00:00-05:00,2023-10-30 19:00:00-05:00,2023-10-30 09:39:00,27d106e2-b
472,Wyatt Johnston,CBJ,2.0,Shots On Goal,8,2023-10-30 19:00:00-05:00,2023-10-30 19:00:00-05:00,2023-10-30 09:39:00,5b9748c6-a
473,Ben Simmons,CHA,0.5,BLK,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,177856d5-1
474,Ben Simmons,CHA 1st Half,4.0,PTS,84,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,d1e4537c-c
475,Alex Pietrangelo,MTL,0.5,PTS,8,2023-10-30 21:00:00-05:00,2023-10-30 21:00:00-05:00,2023-10-30 09:39:00,dbf40ffb-2
476,Ben Simmons,CHA,17.5,PTS+TRB,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,cf2197f8-5
477,Ben Simmons,CHA,7.0,AST,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,047cd24f-7
478,Ben Simmons,CHA,9.0,TRB,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,1c247c32-6
479,Ben Simmons,CHA,8.0,PTS,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,d1e4537c-c
480,Ben Simmons,CHA,15.5,PTS+AST,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,264c8275-9
481,Ben Simmons,CHA,16.5,TRB+AST,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,b28a6496-9
482,Alex Pietrangelo,MTL,2.0,Shots On Goal,8,2023-10-30 21:00:00-05:00,2023-10-30 21:00:00-05:00,2023-10-30 09:39:00,373fe76e-5
483,Ben Simmons,CHA 1st Half,12.5,PTS+TRB+AST,84,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,3e475418-0
484,Chandler Stephenson,MTL,0.5,AST,8,2023-10-30 21:00:00-05:00,2023-10-30 21:00:00-05:00,2023-10-30 09:39:00,2207c89a-0
485,Ben Simmons,CHA,24.5,PTS+TRB+AST,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,3e475418-0
486,Gordon Hayward,BKN,4.5,AST,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,92dd6dfe-f
487,Gordon Hayward,BKN,24.5,PTS+TRB+AST,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,9f06bbc5-e
488,Gordon Hayward,BKN 1st Half,12.5,PTS+TRB+AST,84,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,9f06bbc5-e
489,Gordon Hayward,BKN,19.5,PTS+TRB,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,30e6cb1c-7
490,Brendan Gallagher,VGK,2.0,Shots On Goal,8,2023-10-30 21:00:00-05:00,2023-10-30 21:00:00-05:00,2023-10-30 09:39:00,6ba60554-9
491,Gordon Hayward,BKN 1st Half,7.5,PTS,84,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,53fafea1-5
492,Gordon Hayward,BKN,14.5,PTS,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,53fafea1-5
493,Gordon Hayward,BKN,4.5,TRB,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,b5753130-a
494,Gordon Hayward,BKN,19.5,PTS+AST,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,a163cbbc-0
495,Michael Matheson,VGK,0.5,PTS,8,2023-10-30 21:00:00-05:00,2023-10-30 21:00:00-05:00,2023-10-30 09:39:00,ca0df55b-0
496,Jack Eichel,MTL,0.5,AST,8,2023-10-30 21:00:00-05:00,2023-10-30 21:00:00-05:00,2023-10-30 09:39:00,d3162d5f-e
497,Gordon Hayward,BKN,9.0,TRB+AST,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,594e8e29-d
498,Dorian Finney-Smith,CHA,15.5,PTS+TRB,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,4bcfc85e-1
499,Dorian Finney-Smith,CHA 1st Half,8.5,PTS+TRB+AST,84,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,3f8d6423-d
500,Dorian Finney-Smith,CHA,11.5,PTS+AST,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,00d3b341-5
501,Jack Eichel,MTL,3.5,Shots On Goal,8,2023-10-30 21:00:00-05:00,2023-10-30 21:00:00-05:00,2023-10-30 09:39:00,a502d144-b
502,Dorian Finney-Smith,CHA,16.5,PTS+TRB+AST,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,3f8d6423-d
503,Dorian Finney-Smith,CHA,0.5,BLK,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,1e809cdb-2
504,Dorian Finney-Smith,CHA,5.5,TRB,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,84267f58-b
505,Dorian Finney-Smith,CHA 1st Half,4.5,PTS,84,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,baac8725-1
506,Dorian Finney-Smith,CHA,9.5,PTS,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,baac8725-1
507,William Karlsson,MTL,0.5,PTS,8,2023-10-30 21:00:00-05:00,2023-10-30 21:00:00-05:00,2023-10-30 09:39:00,f9b44458-4
508,LaMelo Ball,BKN,29.5,PTS+AST,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,b42b21c4-2
509,LaMelo Ball,BKN,27.5,PTS+TRB,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,f6d0d332-2
510,LaMelo Ball,BKN,36.5,PTS+TRB+AST,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,1c5f3c6e-1
511,LaMelo Ball,BKN,6.5,TRB,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,3d980588-c
512,LaMelo Ball,BKN 1st Half,10.5,PTS,84,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,02182069-1
513,LaMelo Ball,BKN 1st Half,17.5,PTS+TRB+AST,84,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,1c5f3c6e-1
514,Cole Caufield,VGK,3.5,Shots On Goal,8,2023-10-30 21:00:00-05:00,2023-10-30 21:00:00-05:00,2023-10-30 09:39:00,1d1be58d-9
515,LaMelo Ball,BKN,15.0,TRB+AST,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,9de0ae6a-2
516,LaMelo Ball,BKN,21.5,PTS,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,02182069-1
517,LaMelo Ball,BKN,8.5,AST,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,bcde2236-a
518,Sean Monahan,VGK,0.5,PTS,8,2023-10-30 21:00:00-05:00,2023-10-30 21:00:00-05:00,2023-10-30 09:39:00,30df2f21-4
519,Mikal Bridges,CHA 1st Half,16.5,PTS+TRB+AST,84,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,4eef7c59-c
520,Jonathan Marchessault,MTL,3.0,Shots On Goal,8,2023-10-30 21:00:00-05:00,2023-10-30 21:00:00-05:00,2023-10-30 09:39:00,a56ecb83-8
521,Mikal Bridges,CHA,30.5,PTS+TRB,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,ab1febd4-a
522,Mikal Bridges,CHA,28.5,PTS+AST,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,eb62c6fb-e
523,Mikal Bridges,CHA,33.5,PTS+TRB+AST,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,4eef7c59-c
524,Mikal Bridges,CHA,2.5,AST,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,251075de-5
525,Mikal Bridges,CHA 1st Half,12.5,PTS,84,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,e656acb6-1
526,Mikal Bridges,CHA,25.5,PTS,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,e656acb6-1
527,Mikal Bridges,CHA,4.5,TRB,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,89d9810f-6
528,Mikal Bridges,CHA,1.5,BLK+STL,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,d37dbdfe-8
529,Mark Williams,BKN,10.0,TRB,7,2023-10-30 18:10:00-05:00,2023-10-30 18:10:00-05:00,2023-10-30 09:39:00,224d0b03-3
