,player,team,line,stat,league,date,time
249,Yuki Tsunoda,US GP,2.8,1st Pit Stop Time (sec),125,2023-10-22,2023-10-20 14:02:00
250,Kevon Looney,2023-2024 Season,9.1,Rebounds Per Game AVG,173,2023-10-24,2023-10-20 14:02:00
251,Ikram Aliskerov,Warlley Alves,25.5,Significant Strikes,12,2023-10-21,2023-10-20 14:02:00
252,Yike,GEN (MAPS 1-2 Kills),3.0,MAPS 1-2 Kills,121,2023-10-21,2023-10-20 14:02:00
253,Blake Shapen + Haynes King,CIN/BC,501.5,Pass Yards (Combo),15,2023-10-21,2023-10-20 14:02:00
254,Marie Bouzkova,D. Shnaider (Nanchang),4.5,Break Points Won,5,2023-10-21,2023-10-20 14:02:00
255,Marie Bouzkova,D. Shnaider (Nanchang),21.0,Total Games,5,2023-10-21,2023-10-20 14:02:00
256,Stewart Friesen,Homestead - Baptist Health Cancer Care 200,29.5,NASCAR Points,138,2023-10-21,2023-10-20 14:02:00
257,Chris Buescher,Homestead - 4EVER 400,31.5,NASCAR Points,4,2023-10-22,2023-10-20 14:02:00
258,Leylah Fernandez,K. Siniakova (Nanchang),21.0,Total Games,5,2023-10-21,2023-10-20 14:02:00
259,Magomed Ankalaev,Johnny Walker,10.0,Fight Time (Mins),12,2023-10-21,2023-10-20 14:02:00
260,Lamelo Ball,2023-2024 Season,12.5,30+ Point Games,173,2023-10-25,2023-10-20 14:02:00
261,Leylah Fernandez,K. Siniakova (Nanchang),2.5,Aces,5,2023-10-21,2023-10-20 14:02:00
262,Oliver Baumann + Kevin Trapp,Frankfurt/Hoffenheim,6.0,Goalie Saves (Combo),82,2023-10-21,2023-10-20 14:02:00
263,Lamelo Ball,2023-2024 Season,4.0,3PT Made Per Game AVG,173,2023-10-25,2023-10-20 14:02:00
264,Lamelo Ball,2023-2024 Season,23.7,Points Per Game AVG,173,2023-10-25,2023-10-20 14:02:00
265,Lamelo Ball,2023-2024 Season,8.7,Assists Per Game AVG,173,2023-10-25,2023-10-20 14:02:00
266,Pierre Gasly,US GP,2.9,1st Pit Stop Time (sec),125,2023-10-22,2023-10-20 14:02:00
267,Lamelo Ball,2023-2024 Season,4.5,Triple-Doubles,173,2023-10-25,2023-10-20 14:02:00
268,Leylah Fernandez,K. Siniakova (Nanchang),4.5,Break Points Won,5,2023-10-21,2023-10-20 14:02:00
269,Oliver Baumann + Kevin Trapp,Frankfurt/Hoffenheim,0.5,Goals Allowed in First 30 Minutes,82,2023-10-21,2023-10-20 14:02:00
270,Ryan Blaney,Homestead - 4EVER 400,31.5,NASCAR Points,4,2023-10-22,2023-10-20 14:02:00
271,RAMZES666,LGD (MAPS 1-2 Kills),10.5,MAPS 1-2 Kills,174,2023-10-20,2023-10-20 14:02:00
272,Ryan Blaney,Homestead,10.5,Starting Position,4,2023-10-21,2023-10-20 14:02:00
273,Caps,GEN (MAPS 1-2 Kills),4.5,MAPS 1-2 Kills,121,2023-10-21,2023-10-20 14:02:00
274,Brandon Jones,Homestead - Contender Boats 300,30.5,NASCAR Points,137,2023-10-21,2023-10-20 14:02:00
275,Eric Cole,Seonghyeon Kim,0.0,Birdies or Better Matchup,1,2023-10-20,2023-10-20 14:02:00
276,Alex Hale,WVU,6.5,Kicking Points,15,2023-10-21,2023-10-20 14:02:00
277,Adolis Garcia,HOU,0.5,Runs,2,2023-10-20,2023-10-20 14:02:00
278,Magomed Ankalaev,Johnny Walker,42.5,Significant Strikes,12,2023-10-21,2023-10-20 14:02:00
279,Adam Fantilli,CGY,2.0,Shots On Goal,8,2023-10-20,2023-10-20 14:02:00
280,Bo Nix + Brady Cook,WST/SC,587.5,Pass Yards (Combo),15,2023-10-21,2023-10-20 14:02:00
281,Michael Hayes,OKS,6.5,Kicking Points,15,2023-10-21,2023-10-20 14:02:00
282,Chase Elliott,Homestead - 4EVER 400,30.5,NASCAR Points,4,2023-10-22,2023-10-20 14:02:00
283,Trae Young,2023-2024 Season,20.5,30+ Point Games,173,2023-10-25,2023-10-20 14:02:00
284,Trae Young,2023-2024 Season,0.5,50+ Point Games,173,2023-10-25,2023-10-20 14:02:00
285,Sammy Smith,Homestead - Contender Boats 300,29.5,NASCAR Points,137,2023-10-21,2023-10-20 14:02:00
286,Pavao Pervan + Lukas Hradecky,Leverkusen/Wolfsburg,0.5,Goals Allowed in First 30 Minutes,82,2023-10-21,2023-10-20 14:02:00
287,Andrew Mangiapane,CBJ,2.0,Shots On Goal,8,2023-10-20,2023-10-20 14:02:00
288,Khamzat Chimaev,Kamaru Usman,10.0,Fight Time (Mins),12,2023-10-21,2023-10-20 14:02:00
289,Pavao Pervan + Lukas Hradecky,Leverkusen/Wolfsburg,6.0,Goalie Saves (Combo),82,2023-10-21,2023-10-20 14:02:00
290,Hans sama,GEN (MAPS 1-2 Kills),6.0,MAPS 1-2 Kills,121,2023-10-21,2023-10-20 14:02:00
291,Trae Young,2023-2024 Season,9.9,Assists Per Game AVG,173,2023-10-25,2023-10-20 14:02:00
292,Esteban Ocon,US GP,2.7,1st Pit Stop Time (sec),125,2023-10-22,2023-10-20 14:02:00
293,Trae Young,2023-2024 Season,2.4,3PT Made Per Game AVG,173,2023-10-25,2023-10-20 14:02:00
294,Bubba Wallace,Homestead,10.5,Starting Position,4,2023-10-21,2023-10-20 14:02:00
295,Cameron Ward + Spencer Rattler,ORE/MIZ,519.5,Pass Yards (Combo),15,2023-10-21,2023-10-20 14:02:00
296,Trae Young,2023-2024 Season,11.5,Technical Fouls,173,2023-10-25,2023-10-20 14:02:00
297,Trae Young,2023-2024 Season,26.1,Points Per Game AVG,173,2023-10-25,2023-10-20 14:02:00
298,Jose Altuve,TEX,0.5,Runs,2,2023-10-20,2023-10-20 14:02:00
299,kiyotaka,LGD (MAPS 1-2 Kills),15.5,MAPS 1-2 Kills,174,2023-10-20,2023-10-20 14:02:00
300,Khamzat Chimaev,Kamaru Usman,1.5,Takedowns,12,2023-10-21,2023-10-20 14:02:00
301,Andrew Mangiapane,CBJ,0.5,PTS,8,2023-10-20,2023-10-20 14:02:00
302,Khamzat Chimaev,Kamaru Usman,55.5,Significant Strikes,12,2023-10-21,2023-10-20 14:02:00
303,Islam Makhachev,Alexander Volkanovski,55.5,Significant Strikes,12,2023-10-21,2023-10-20 14:02:00
304,Noah Atubolu + Manuel Riemann,Bochum/Freiburg,0.5,Goals Allowed in First 30 Minutes,82,2023-10-21,2023-10-20 14:02:00
305,Kevin Harvick,Homestead - 4EVER 400,29.5,NASCAR Points,4,2023-10-22,2023-10-20 14:02:00
306,Lewis Hamilton,US GP,2.9,1st Pit Stop Time (sec),125,2023-10-22,2023-10-20 14:02:00
307,Boone Jenner,CGY,0.5,PTS,8,2023-10-20,2023-10-20 14:02:00
308,Doran,G2 (MAPS 1-2 Kills),6.0,MAPS 1-2 Kills,121,2023-10-21,2023-10-20 14:02:00
309,Boone Jenner,CGY,2.5,Shots On Goal,8,2023-10-20,2023-10-20 14:02:00
310,Lou,nouns (MAPS 1-2 Kills),14.0,MAPS 1-2 Kills,174,2023-10-20,2023-10-20 14:02:00
311,Noah Atubolu + Manuel Riemann,Bochum/Freiburg,6.0,Goalie Saves (Combo),82,2023-10-21,2023-10-20 14:02:00
312,Islam Makhachev,Alexander Volkanovski,22.5,Fight Time (Mins),12,2023-10-21,2023-10-20 14:02:00
313,Islam Makhachev,Alexander Volkanovski,3.0,Takedowns,12,2023-10-21,2023-10-20 14:02:00
314,Marcus Semien,HOU,0.5,Runs,2,2023-10-20,2023-10-20 14:02:00
315,Brandon Miller ,2023-2024 Season,14.3,Points Per Game AVG,173,2023-10-25,2023-10-20 14:02:00
316,Caleb Griffin,WIS,5.5,Kicking Points,15,2023-10-21,2023-10-20 14:02:00
317,Troy Franklin + Isaiah Williams,WST/WIS,156.5,Receiving Yards (Combo),15,2023-10-21,2023-10-20 14:02:00
318,Emiliano Grillo,Mark Hubbard,0.0,Birdies or Better Matchup,1,2023-10-20,2023-10-20 14:02:00
319,Somnus,nouns (MAPS 1-2 Kills),18.0,MAPS 1-2 Kills,174,2023-10-20,2023-10-20 14:02:00
320,George Russell,US GP,2.95,1st Pit Stop Time (sec),125,2023-10-22,2023-10-20 14:02:00
321,Frederik Ronnow + Alexander Nubel,Stuttgart/Union Berlin,6.0,Goalie Saves (Combo),82,2023-10-21,2023-10-20 14:02:00
322,Terry Rozier,2023-2024 Season,2.5,Double-Doubles,173,2023-10-25,2023-10-20 14:02:00
323,Frederik Ronnow + Alexander Nubel,Stuttgart/Union Berlin,0.5,Goals Allowed in First 30 Minutes,82,2023-10-21,2023-10-20 14:02:00
324,Blake Coleman,CBJ,2.0,Shots On Goal,8,2023-10-20,2023-10-20 14:02:00
325,Nathanial Vakos,ILL,6.5,Kicking Points,15,2023-10-21,2023-10-20 14:02:00
326,Bubba Wallace,Homestead - 4EVER 400,29.5,NASCAR Points,4,2023-10-22,2023-10-20 14:02:00
327,Peanut,G2 (MAPS 1-2 Kills),5.0,MAPS 1-2 Kills,121,2023-10-21,2023-10-20 14:02:00
328,Terry Rozier,2023-2024 Season,20.1,Points Per Game AVG,173,2023-10-25,2023-10-20 14:02:00
329,Fernando Alonso,US GP,2.85,1st Pit Stop Time (sec),125,2023-10-22,2023-10-20 14:02:00
330,Tyus Jones,2023-2024 Season,7.1,Assists Per Game AVG,173,2023-10-25,2023-10-20 14:02:00
331,Johnny Gaudreau,CGY,2.5,Shots On Goal,8,2023-10-20,2023-10-20 14:02:00
332,Luther Burden + Jaden Bray,SC/WVU,139.5,Receiving Yards (Combo),15,2023-10-21,2023-10-20 14:02:00
333,Jordan Poole,2023-2024 Season,3.1,3PT Made Per Game AVG,173,2023-10-25,2023-10-20 14:02:00
334,Jordan Poole,2023-2024 Season,8.5,Technical Fouls,173,2023-10-25,2023-10-20 14:02:00
335,Jordan Poole,2023-2024 Season,15.5,30+ Point Games,173,2023-10-25,2023-10-20 14:02:00
336,Fred VanVleet,2023-2024 Season,0.5,Triple-Doubles,173,2023-10-25,2023-10-20 14:02:00
337,Joey Logano,Homestead - 4EVER 400,28.5,NASCAR Points,4,2023-10-22,2023-10-20 14:02:00
338,Drew Stevens,MIN,4.5,Kicking Points,15,2023-10-21,2023-10-20 14:02:00
339,Mauricio Dubon,TEX,0.5,Hitter Strikeouts,2,2023-10-20,2023-10-20 14:02:00
340,Chovy,G2 (MAPS 1-2 Kills),8.0,MAPS 1-2 Kills,121,2023-10-21,2023-10-20 14:02:00
341,Jordan Poole,2023-2024 Season,24.7,Points Per Game AVG,173,2023-10-25,2023-10-20 14:02:00
342,K1,AR (MAPS 1-2 Kills),9.5,MAPS 1-2 Kills,174,2023-10-20,2023-10-20 14:02:00
343,Thomas Strakosha + James Trafford,Burnley/Brentford,5.5,Goalie Saves (Combo),82,2023-10-21,2023-10-20 14:02:00
344,Ty Gibbs,Homestead - 4EVER 400,26.5,NASCAR Points,4,2023-10-22,2023-10-20 14:02:00
345,Gunnar,AR (MAPS 1-2 Kills),11.5,MAPS 1-2 Kills,174,2023-10-20,2023-10-20 14:02:00
346,Tyrese Haliburton,2023-2024 Season,21.2,Points Per Game AVG,173,2023-10-25,2023-10-20 14:02:00
347,Lance Stroll,US GP,2.65,1st Pit Stop Time (sec),125,2023-10-22,2023-10-20 14:02:00
348,Mitchell Robinson,2023-2024 Season,17.5,Double-Doubles,173,2023-10-25,2023-10-20 14:02:00
349,Tyrese Haliburton,2023-2024 Season,1.5,Technical Fouls,173,2023-10-25,2023-10-20 14:02:00
350,Elias Lindholm,CBJ,2.5,Shots On Goal,8,2023-10-20,2023-10-20 14:02:00
351,Elias Lindholm,CBJ,0.5,AST,8,2023-10-20,2023-10-20 14:02:00
352,Peyz,G2 (MAPS 1-2 Kills),11.5,MAPS 1-2 Kills,121,2023-10-21,2023-10-20 14:02:00
353,Tyrese Haliburton,2023-2024 Season,8.5,30+ Point Games,173,2023-10-25,2023-10-20 14:02:00
354,Tyrese Haliburton,2023-2024 Season,9.9,Assists Per Game AVG,173,2023-10-25,2023-10-20 14:02:00
355,Dragan Kesich,IOW,4.5,Kicking Points,15,2023-10-21,2023-10-20 14:02:00
356,Matt Turner + Thomas Kaminski,Luton/Nottm Forest,6.0,Goalie Saves (Combo),82,2023-10-21,2023-10-20 14:02:00
357,Nick Pope + Sam Johnstone,Crystal Palace/Newcastle,6.0,Goalie Saves (Combo),82,2023-10-21,2023-10-20 14:02:00
358,Keith Mitchell,Harry Hall,0.0,Birdies or Better Matchup,1,2023-10-20,2023-10-20 14:02:00
359,Kirill Marchenko,CGY,2.5,Shots On Goal,8,2023-10-20,2023-10-20 14:02:00
360,Kyle Kuzma,2023-2024 Season,9.5,30+ Point Games,173,2023-10-25,2023-10-20 14:02:00
361,Zeus,C9 (MAP 1 Kills),2.5,MAP 1 Kills,121,2023-10-22,2023-10-20 14:02:00
362,Kyle Kuzma,2023-2024 Season,0.5,Technical Fouls,173,2023-10-25,2023-10-20 14:02:00
363,Kyle Kuzma,2023-2024 Season,21.5,Points Per Game AVG,173,2023-10-25,2023-10-20 14:02:00
364,Valtteri Bottas,US GP,3.2,1st Pit Stop Time (sec),125,2023-10-22,2023-10-20 14:02:00
365,WIll Reichard,TEN,7.5,Kicking Points,15,2023-10-21,2023-10-20 14:02:00
366,Alan Bowman + Luke Altmyer,WVU/WIS,425.5,Pass Yards (Combo),15,2023-10-21,2023-10-20 14:02:00
367,Jalen Brunson,2023-2024 Season,6.1,Assists Per Game AVG,173,2023-10-25,2023-10-20 14:02:00
368,Aaron Rai,Satoshi Kodaira,0.0,Birdies or Better Matchup,1,2023-10-20,2023-10-20 14:02:00
369,Jalen Brunson,2023-2024 Season,24.4,Points Per Game AVG,173,2023-10-25,2023-10-20 14:02:00
370,Oner,C9 (MAP 1 Kills),2.5,MAP 1 Kills,121,2023-10-22,2023-10-20 14:02:00
371,Ollie Gordon + Jonathon Brooks,WVU/HOU,203.5,Rush Yards (Combo),15,2023-10-21,2023-10-20 14:02:00
372,Jalen Brunson,2023-2024 Season,14.5,30+ Point Games,173,2023-10-25,2023-10-20 14:02:00
373,Rudy Gobert,2023-2024 Season,7.5,Technical Fouls,173,2023-10-25,2023-10-20 14:02:00
374,Jonathan Huberdeau,CBJ,2.0,Shots On Goal,8,2023-10-20,2023-10-20 14:02:00
375,Jalen Brunson,2023-2024 Season,7.5,Double-Doubles,173,2023-10-25,2023-10-20 14:02:00
376,Charles Campbell,BAMA,5.5,Kicking Points,15,2023-10-21,2023-10-20 14:02:00
377,Ederson + Jason Steele,Brighton/Man City,6.0,Goalie Saves (Combo),82,2023-10-21,2023-10-20 14:02:00
378,Zhou Guanyu,US GP,3.15,1st Pit Stop Time (sec),125,2023-10-22,2023-10-20 14:02:00
379,Julius Randle,2023-2024 Season,24.3,Points Per Game AVG,173,2023-10-25,2023-10-20 14:02:00
380,Julius Randle,2023-2024 Season,0.5,50+ Point Games,173,2023-10-25,2023-10-20 14:02:00
381,Julius Randle,2023-2024 Season,0.5,Triple-Doubles,173,2023-10-25,2023-10-20 14:02:00
382,Julius Randle,2023-2024 Season,10.5,Technical Fouls,173,2023-10-25,2023-10-20 14:02:00
383,Faker,C9 (MAP 1 Kills),3.5,MAP 1 Kills,121,2023-10-22,2023-10-20 14:02:00
384,MacKenzie Weegar,CBJ,2.0,Shots On Goal,8,2023-10-20,2023-10-20 14:02:00
385,Julius Randle,2023-2024 Season,14.5,30+ Point Games,173,2023-10-25,2023-10-20 14:02:00
386,Nico Hulkenberg,US GP,3.55,1st Pit Stop Time (sec),125,2023-10-22,2023-10-20 14:02:00
387,Julius Randle,2023-2024 Season,9.7,Rebounds Per Game AVG,173,2023-10-25,2023-10-20 14:02:00
388,Tristan Alvano,NW,6.0,Kicking Points,15,2023-10-21,2023-10-20 14:02:00
389,Neto + Jose Sa,Wolves/Bournemouth,5.5,Goalie Saves (Combo),82,2023-10-21,2023-10-20 14:02:00
390,Akshay Bhatia,Dylan Wu,0.0,Birdies or Better Matchup,1,2023-10-20,2023-10-20 14:02:00
391,Matt Coronato,CBJ,2.0,Shots On Goal,8,2023-10-20,2023-10-20 14:02:00
392,Trae Young,PHI,21.5,PTS,237,2023-10-20,2023-10-20 14:02:00
393,Kevin Magnussen,US GP,3.15,1st Pit Stop Time (sec),125,2023-10-22,2023-10-20 14:02:00
394,Gumayusi,C9 (MAP 1 Kills),5.0,MAP 1 Kills,121,2023-10-22,2023-10-20 14:02:00
395,Quinn Ewers + Drake Maye,HOU/UVA,595.5,Pass Yards (Combo),15,2023-10-21,2023-10-20 14:02:00
396,Jack Olsen,NEB,4.5,Kicking Points,15,2023-10-21,2023-10-20 14:02:00
397,Fudge,T1 (MAP 1 Kills),1.5,MAP 1 Kills,121,2023-10-22,2023-10-20 14:02:00
398,Corbin Carroll + Bryce Harper,PHI/ARI,3.5,Hits+Runs+RBIs (Combo),2,2023-10-20,2023-10-20 14:02:00
399,Joel Embiid,ATL,19.5,PTS,237,2023-10-20,2023-10-20 14:02:00
400,Paolo Banchero,2023-2024 Season,21.9,Points Per Game AVG,173,2023-10-25,2023-10-20 14:02:00
401,Gianluigi Donnarumma + Matz Sels,Strasbourg/PSG,0.5,Goals Allowed in First 30 Minutes,82,2023-10-21,2023-10-20 14:02:00
402,Kyle Schwarber,ARI,1.5,Hits+Runs+RBIS,2,2023-10-20,2023-10-20 14:02:00
403,Paolo Banchero,2023-2024 Season,13.5,Double-Doubles,173,2023-10-25,2023-10-20 14:02:00
404,Jonathon Brooks + Omarion Hampton,HOU/UVA,207.5,Rush Yards (Combo),15,2023-10-21,2023-10-20 14:02:00
405,Paolo Banchero,2023-2024 Season,8.5,30+ Point Games,173,2023-10-25,2023-10-20 14:02:00
406,Bert Auburn,HOU,8.5,Kicking Points,15,2023-10-21,2023-10-20 14:02:00
407,Alec Bohm,ARI,1.5,Total Bases,2,2023-10-20,2023-10-20 14:02:00
408,Gianluigi Donnarumma + Matz Sels,Strasbourg/PSG,6.0,Goalie Saves (Combo),82,2023-10-21,2023-10-20 14:02:00
409,Mikael Backlund,CBJ,3.0,Shots On Goal,8,2023-10-20,2023-10-20 14:02:00
410,Trea Turner,ARI,8.5,Hitter Fantasy Score,2,2023-10-20,2023-10-20 14:02:00
411,Jack Martin,TEX,5.0,Kicking Points,15,2023-10-21,2023-10-20 14:02:00
412,Vanja Milinkovic-Savic + Yann Sommer,Milan/Torino,6.0,Goalie Saves (Combo),82,2023-10-21,2023-10-20 14:02:00
413,Nazem Kadri,CBJ,3.0,Shots On Goal,8,2023-10-20,2023-10-20 14:02:00
414,Ketel Marte,PHI,1.5,Total Bases,2,2023-10-20,2023-10-20 14:02:00
415,Corbin Carroll,PHI,7.0,Hitter Fantasy Score,2,2023-10-20,2023-10-20 14:02:00
416,Blaber,T1 (MAP 1 Kills),1.5,MAP 1 Kills,121,2023-10-22,2023-10-20 14:02:00
417,Clint Capela,2023-2024 Season,0.5,Technical Fouls,173,2023-10-25,2023-10-20 14:02:00
418,Bryson Stott,ARI,1.5,Hits+Runs+RBIS,2,2023-10-20,2023-10-20 14:02:00
419,Gino Garcia,BYU,6.5,Kicking Points,15,2023-10-21,2023-10-20 14:02:00
420,Trea Turner,ARI,1.5,Total Bases,2,2023-10-20,2023-10-20 14:02:00
421,EMENES,T1 (MAP 1 Kills),2.0,MAP 1 Kills,121,2023-10-22,2023-10-20 14:02:00
422,Patrik Laine,CGY,3.0,Shots On Goal,8,2023-10-20,2023-10-20 14:02:00
423,Bryce Harper,ARI,7.5,Hitter Fantasy Score,2,2023-10-20,2023-10-20 14:02:00
424,Robert Sanchez + David Raya,Arsenal/Chelsea,6.0,Goalie Saves (Combo),82,2023-10-21,2023-10-20 14:02:00
425,Tyrese Maxey,ATL,18.5,PTS,237,2023-10-20,2023-10-20 14:02:00
426,Clint Capela,2023-2024 Season,11.1,Rebounds Per Game AVG,173,2023-10-25,2023-10-20 14:02:00
427,Berserker,T1 (MAP 1 Kills),2.5,MAP 1 Kills,121,2023-10-22,2023-10-20 14:02:00
428,Drake Maye + Jaxson Dart,UVA/AUB,530.5,Pass Yards (Combo),15,2023-10-21,2023-10-20 14:02:00
429,Kristaps Porzingis,2023-2024 Season,5.5,Technical Fouls,173,2023-10-25,2023-10-20 14:02:00
430,Rasmus Andersson,CBJ,2.0,Shots On Goal,8,2023-10-20,2023-10-20 14:02:00
431,Rasmus Andersson,CBJ,0.5,PTS,8,2023-10-20,2023-10-20 14:02:00
432,Nick Castellanos,ARI,1.5,Hits+Runs+RBIS,2,2023-10-20,2023-10-20 14:02:00
433,Ketel Marte,PHI,7.5,Hitter Fantasy Score,2,2023-10-20,2023-10-20 14:02:00
434,Will Ferrin,TT,5.5,Kicking Points,15,2023-10-21,2023-10-20 14:02:00
435,Orjan Nyland + Kepa,Real Madrid/Sevilla,5.5,Goalie Saves (Combo),82,2023-10-21,2023-10-20 14:02:00
436,Clint Capela,PHI,9.5,PTS,237,2023-10-20,2023-10-20 14:02:00
437,Omarion Hamption + Quinshon Judkins,UVA/AUB,181.5,Rush Yards (Combo),15,2023-10-21,2023-10-20 14:02:00
438,Tobias Harris,ATL,13.5,PTS,237,2023-10-20,2023-10-20 14:02:00
439,Deandre Ayton,2023-2024 Season,10.5,Rebounds Per Game AVG,173,2023-10-24,2023-10-20 14:02:00
440,Kyle Schwarber,ARI,7.0,Hitter Fantasy Score,2,2023-10-20,2023-10-20 14:02:00
441,Robin Zentner + Sven Ulreich,Bayern München/Mainz 05,6.0,Goalie Saves (Combo),82,2023-10-21,2023-10-20 14:02:00
442,Bryce Harper,ARI,0.5,Runs,2,2023-10-20,2023-10-20 14:02:00
443,Alex McPherson,MIS,5.5,Kicking Points,15,2023-10-21,2023-10-20 14:02:00
444,Jaylen Brown,2023-2024 Season,17.5,30+ Point Games,173,2023-10-25,2023-10-20 14:02:00
445,Dhokla,MAD (MAP 1 Kills),2.5,MAP 1 Kills,121,2023-10-22,2023-10-20 14:02:00
446,Robin Zentner + Sven Ulreich,Bayern München/Mainz 05,0.5,Goals Allowed in First 30 Minutes,82,2023-10-21,2023-10-20 14:02:00
447,Jaylen Brown,2023-2024 Season,3.5,Technical Fouls,173,2023-10-25,2023-10-20 14:02:00
448,Christian Walker,PHI,0.5,Runs,2,2023-10-20,2023-10-20 14:02:00
449,Jaylen Brown,2023-2024 Season,25.6,Points Per Game AVG,173,2023-10-25,2023-10-20 14:02:00
450,Andrea Consigli + Ivan Provedel,Lazio/Sassuolo,6.0,Goalie Saves (Combo),82,2023-10-21,2023-10-20 14:02:00
451,Caden Davis,AUB,7.0,Kicking Points,15,2023-10-21,2023-10-20 14:02:00
452,Contractz,MAD (MAP 1 Kills),2.0,MAP 1 Kills,121,2023-10-22,2023-10-20 14:02:00
453,Jayson Tatum,2023-2024 Season,0.5,50+ Point Games,173,2023-10-25,2023-10-20 14:02:00
454,Palafox,MAD (MAP 1 Kills),3.0,MAP 1 Kills,121,2023-10-22,2023-10-20 14:02:00
455,Wes Foderingham + Andre Onana,Man Utd/Sheff Utd,6.0,Goalie Saves (Combo),82,2023-10-21,2023-10-20 14:02:00
456,James Turner,MSU,8.0,Kicking Points,15,2023-10-21,2023-10-20 14:02:00
457,Ketel Marte,PHI,0.5,Runs,2,2023-10-20,2023-10-20 14:02:00
458,Jayson Tatum,2023-2024 Season,29.6,Points Per Game AVG,173,2023-10-25,2023-10-20 14:02:00
459,Jayson Tatum,2023-2024 Season,8.5,Technical Fouls,173,2023-10-25,2023-10-20 14:02:00
460,Jayson Tatum,2023-2024 Season,0.5,Triple-Doubles,173,2023-10-25,2023-10-20 14:02:00
461,Dillon Brooks ,2023-2024 Season,1.5,30+ Point Games,173,2023-10-25,2023-10-20 14:02:00
462,FBI,MAD (MAP 1 Kills),4.5,MAP 1 Kills,121,2023-10-22,2023-10-20 14:02:00
463,Dillon Brooks ,2023-2024 Season,14.5,Technical Fouls,173,2023-10-25,2023-10-20 14:02:00
464,Joshua Karty,UCLA,5.5,Kicking Points,15,2023-10-21,2023-10-20 14:02:00
465,RJ Barrett,2023-2024 Season,7.5,30+ Point Games,173,2023-10-25,2023-10-20 14:02:00
466,Dillon Brooks ,2023-2024 Season,14.4,Points Per Game AVG,173,2023-10-25,2023-10-20 14:02:00
467,Marcin Bulka + Pau Lopez,Marseille/Nice,0.5,Goals Allowed in First 30 Minutes,82,2023-10-21,2023-10-20 14:02:00
468,Trea Turner,ARI,0.5,Runs,2,2023-10-20,2023-10-20 14:02:00
469,RJ Barrett,2023-2024 Season,19.7,Points Per Game AVG,173,2023-10-25,2023-10-20 14:02:00
470,Marcin Bulka + Pau Lopez,Marseille/Nice,6.0,Goalie Saves (Combo),82,2023-10-21,2023-10-20 14:02:00
471,Chasy,NRG (MAP 1 Kills),2.0,MAP 1 Kills,121,2023-10-22,2023-10-20 14:02:00
472,R.J. Lopez,STA,7.5,Kicking Points,15,2023-10-21,2023-10-20 14:02:00
473,Alperen Sengun,2023-2024 Season,0.5,Triple-Doubles,173,2023-10-25,2023-10-20 14:02:00
474,Ivan Villar + Jan Oblak,Atlético/Celta Vigo,5.5,Goalie Saves (Combo),82,2023-10-21,2023-10-20 14:02:00
475,Bam Adebayo,2023-2024 Season,6.5,30+ Point Games,173,2023-10-25,2023-10-20 14:02:00
476,Blake Corum + Henry Parrish,MSU/CLE,147.5,Rush Yards (Combo),15,2023-10-21,2023-10-20 14:02:00
477,Jrue Holiday,2023-2024 Season,6.5,Assists Per Game AVG,173,2023-10-24,2023-10-20 14:02:00
478,Wendell Carter Jr.	,2023-2024 Season,9.1,Rebounds Per Game AVG,173,2023-10-25,2023-10-20 14:02:00
479,Mitchell Robinson,2023-2024 Season,9.1,Rebounds Per Game AVG,173,2023-10-25,2023-10-20 14:02:00
480,Elyoya,NRG (MAP 1 Kills),2.0,MAP 1 Kills,121,2023-10-22,2023-10-20 14:02:00
481,Dario Longhetto,WAS,5.5,Kicking Points,15,2023-10-21,2023-10-20 14:02:00
482,Dawson Mercer,NYI,1.5,Shots On Goal,8,2023-10-20,2023-10-20 14:02:00
483,Donovan Mitchell,2023-2024 Season,28.0,Points Per Game AVG,173,2023-10-25,2023-10-20 14:02:00
484,Donovan Mitchell,2023-2024 Season,0.5,50+ Point Games,173,2023-10-25,2023-10-20 14:02:00
485,Donovan Mitchell,2023-2024 Season,2.5,Double-Doubles,173,2023-10-25,2023-10-20 14:02:00
486,Anders Lee,NJ,2.0,Shots On Goal,8,2023-10-20,2023-10-20 14:02:00
487,Nisqy,NRG (MAP 1 Kills),3.5,MAP 1 Kills,121,2023-10-22,2023-10-20 14:02:00
488,Carzzy,NRG (MAP 1 Kills),4.5,MAP 1 Kills,121,2023-10-22,2023-10-20 14:02:00
489,Camilo Vargas,Mazatlán,2.5,Goalie Saves,82,2023-10-20,2023-10-20 14:02:00
490,Francisco Venegas,Atlas,1.5,Tackles,82,2023-10-20,2023-10-20 14:02:00
491,Facundo Almada,Atlas,36.5,Passes Attempted,82,2023-10-20,2023-10-20 14:02:00
492,Luis Amarilla,Atlas,0.5,Shots Assisted,82,2023-10-20,2023-10-20 14:02:00
493,Luis Amarilla,Atlas,2.0,Shots,82,2023-10-20,2023-10-20 14:02:00
494,Ake Loba,Atlas,1.5,Shots,82,2023-10-20,2023-10-20 14:02:00
495,Al Horford,2023-2024 Season,0.5,Technical Fouls,173,2023-10-25,2023-10-20 14:02:00
496,Eduardo Aguirre,Mazatlán,1.5,Shots,82,2023-10-20,2023-10-20 14:02:00
497,Yoel Barcenas,Atlas,1.5,Shots,82,2023-10-20,2023-10-20 14:02:00
498,Luis Olivas,Atlas,3.5,Clearances,82,2023-10-20,2023-10-20 14:02:00
