,player,team,line,stat,league,date,time
1354,Dougie Hamilton,NYI,22.0,Time On Ice,8,2023-10-20,2023-10-20 14:02:00
1355,Noah Dobson,NJ,20.0,Time On Ice,8,2023-10-20,2023-10-20 14:02:00
1356,Luke Hughes,NYI,20.0,Time On Ice,8,2023-10-20,2023-10-20 14:02:00
1357,Patrik Laine,CGY,4.5,Faceoffs Won,8,2023-10-20,2023-10-20 14:02:00
1358,Elias Lindholm,CBJ,12.5,Faceoffs Won,8,2023-10-20,2023-10-20 14:02:00
1359,Boone Jenner,CGY,9.5,Faceoffs Won,8,2023-10-20,2023-10-20 14:02:00
1360,Nazem Kadri,CBJ,6.5,Faceoffs Won,8,2023-10-20,2023-10-20 14:02:00
1361,Bo Horvat,NJ,11.5,Faceoffs Won,8,2023-10-20,2023-10-20 14:02:00
1362,Nico Hischier,NYI,10.5,Faceoffs Won,8,2023-10-20,2023-10-20 14:02:00
1363,Brock Nelson,NJ,5.5,Faceoffs Won,8,2023-10-20,2023-10-20 14:02:00
1364,Erik Haula,NYI,7.0,Faceoffs Won,8,2023-10-20,2023-10-20 14:02:00
1365,Josh Allen,NE,1.5,Pass TDs,9,2023-10-22,2023-10-20 14:02:00
1366,Elvis Merzlikins,CGY,31.5,Goalie Saves,8,2023-10-20,2023-10-20 14:02:00
1367,Josh Allen + Mac Jones,NE/BUF,428.5,Pass Yards (Combo),9,2023-10-22,2023-10-20 14:02:00
1368,Josh Allen,NE,252.5,Pass Yards,9,2023-10-22,2023-10-20 14:02:00
1369,Elias Lindholm + Andrew Mangiapane,CBJ,0.5,Goals (Combo),8,2023-10-20,2023-10-20 14:02:00
1370,Nazem Kadri + Mikael Backlund,CBJ,0.5,Goals (Combo),8,2023-10-20,2023-10-20 14:02:00
1371,Sam Martin,NE,3.5,Punts,9,2023-10-22,2023-10-20 14:02:00
1372,Rhamondre Stevenson + James Cook,BUF/NE,96.5,Rush Yards (Combo),9,2023-10-22,2023-10-20 14:02:00
1373,Ilya Sorokin,NJ,27.5,Goalie Saves,8,2023-10-20,2023-10-20 14:02:00
1374,Patrik Laine + Boone Jenner,CGY,0.5,Goals (Combo),8,2023-10-20,2023-10-20 14:02:00
1375,Bryce Baringer,BUF,4.5,Punts,9,2023-10-22,2023-10-20 14:02:00
1376,Jack Hughes + Ondrej Palat,NYI,0.5,Goals (Combo),8,2023-10-20,2023-10-20 14:02:00
1377,Tyler Toffoli + Jesper Bratt,NYI,0.5,Goals (Combo),8,2023-10-20,2023-10-20 14:02:00
1378,Ezekiel Elliott,BUF,40.5,Rush+Rec Yds,9,2023-10-22,2023-10-20 14:02:00
1379,Ezekiel Elliott,BUF,10.5,Receiving Yards,9,2023-10-22,2023-10-20 14:02:00
1380,Ezekiel Elliott,BUF,7.5,Rush Attempts,9,2023-10-22,2023-10-20 14:02:00
1381,Ezekiel Elliott,BUF,27.5,Rush Yards,9,2023-10-22,2023-10-20 14:02:00
1382,Rhamondre Stevenson,BUF,62.5,Rush+Rec Yds,9,2023-10-22,2023-10-20 14:02:00
1383,Mac Jones,BUF,3.5,Rush Yards,9,2023-10-22,2023-10-20 14:02:00
1384,Mikael Backlund + Johnny Gaudreau,CBJ/CGY,5.5,Shots On Goal (Combo),8,2023-10-20,2023-10-20 14:02:00
1385,Rhamondre Stevenson,BUF,2.5,Receptions,9,2023-10-22,2023-10-20 14:02:00
1386,Elias Lindholm + Nazem Kadri,CBJ,6.0,Shots On Goal (Combo),8,2023-10-20,2023-10-20 14:02:00
1387,Rhamondre Stevenson,BUF,11.0,Rush Attempts,9,2023-10-22,2023-10-20 14:02:00
1388,Rhamondre Stevenson,BUF,43.5,Rush Yards,9,2023-10-22,2023-10-20 14:02:00
1389,Rhamondre Stevenson,BUF,13.5,Receiving Yards,9,2023-10-22,2023-10-20 14:02:00
1390,Patrik Laine + Boone Jenner,CGY,5.5,Shots On Goal (Combo),8,2023-10-20,2023-10-20 14:02:00
1391,Josh Allen + Rhamondre Stevenson,NE/BUF,0.5,Rush+Rec TDs (Combo),9,2023-10-22,2023-10-20 14:02:00
1392,Kendrick Bourne,BUF,41.5,Receiving Yards,9,2023-10-22,2023-10-20 14:02:00
1393,Bo Horvat + Jack Hughes,NJ/NYI,6.5,Shots On Goal (Combo),8,2023-10-20,2023-10-20 14:02:00
1394,Timo Meier + Nico Hischier,NYI,5.5,Shots On Goal (Combo),8,2023-10-20,2023-10-20 14:02:00
1395,Stefon Diggs,NE,89.5,Receiving Yards,9,2023-10-22,2023-10-20 14:02:00
1396,Dougie Hamilton + Jesper Bratt,NYI,5.5,Shots On Goal (Combo),8,2023-10-20,2023-10-20 14:02:00
1397,Mathew Barzal + Noah Dobson,NJ,5.0,Shots On Goal (Combo),8,2023-10-20,2023-10-20 14:02:00
1398,Gabriel Davis,NE,34.5,Receiving Yards,9,2023-10-22,2023-10-20 14:02:00
1399,Tyler Bass,NE,7.5,Kicking Points,9,2023-10-22,2023-10-20 14:02:00
1400,Tyler Bass,NE,1.5,FG Made,9,2023-10-22,2023-10-20 14:02:00
1401,Chad Ryland,BUF,4.5,Kicking Points,9,2023-10-22,2023-10-20 14:02:00
1402,Sam Howell,NYG,230.5,Pass Yards,9,2023-10-22,2023-10-20 14:02:00
1403,Tress Way,NYG,4.0,Punts,9,2023-10-22,2023-10-20 14:02:00
1404,Sam Howell,NYG,248.5,Pass+Rush Yds,9,2023-10-22,2023-10-20 14:02:00
1405,Sam Howell,NYG,14.5,Rush Yards,9,2023-10-22,2023-10-20 14:02:00
1406,Saquon Barkley,WAS,87.5,Rush+Rec Yds,9,2023-10-22,2023-10-20 14:02:00
1407,Saquon Barkley,WAS,64.5,Rush Yards,9,2023-10-22,2023-10-20 14:02:00
1408,Saquon Barkley,WAS,20.5,Receiving Yards,9,2023-10-22,2023-10-20 14:02:00
1409,Jamie Gillan,WAS,4.5,Punts,9,2023-10-22,2023-10-20 14:02:00
1410,Brian Robinson Jr. + Saquon Barkley,NYG/WAS,125.5,Rush Yards (Combo),9,2023-10-22,2023-10-20 14:02:00
1411,Terry McLaurin + Darren Waller,NYG/WAS,96.5,Receiving Yards (Combo),9,2023-10-22,2023-10-20 14:02:00
1412,Brian Robinson Jr.,NYG,9.5,Receiving Yards,9,2023-10-22,2023-10-20 14:02:00
1413,Brian Robinson Jr.,NYG,61.5,Rush Yards,9,2023-10-22,2023-10-20 14:02:00
1414,Antonio Gibson,NYG,12.5,Receiving Yards,9,2023-10-22,2023-10-20 14:02:00
1415,Terry McLaurin + Curtis Samuel,NYG,0.5,Rush+Rec TDs (Combo),9,2023-10-22,2023-10-20 14:02:00
1416,Brian Robinson Jr. + Sam Howell,NYG,0.5,Rush+Rec TDs (Combo),9,2023-10-22,2023-10-20 14:02:00
1417,Terry McLaurin,NYG,59.5,Receiving Yards,9,2023-10-22,2023-10-20 14:02:00
1418,Darren Waller,WAS,36.5,Receiving Yards,9,2023-10-22,2023-10-20 14:02:00
1419,Curtis Samuel,NYG,35.5,Receiving Yards,9,2023-10-22,2023-10-20 14:02:00
1420,Terry McLaurin,NYG,5.0,Receptions,9,2023-10-22,2023-10-20 14:02:00
1421,Darius Slayton,WAS,32.5,Receiving Yards,9,2023-10-22,2023-10-20 14:02:00
1422,Jahan Dotson,NYG,3.0,Receptions,9,2023-10-22,2023-10-20 14:02:00
1423,Logan Thomas,NYG,3.0,Receptions,9,2023-10-22,2023-10-20 14:02:00
1424,Jahan Dotson,NYG,34.5,Receiving Yards,9,2023-10-22,2023-10-20 14:02:00
1425,Logan Thomas,NYG,29.5,Receiving Yards,9,2023-10-22,2023-10-20 14:02:00
1426,Graham Gano,WAS,5.5,Kicking Points,9,2023-10-22,2023-10-20 14:02:00
1427,Joey Slye,NYG,6.5,Kicking Points,9,2023-10-22,2023-10-20 14:02:00
1428,Chase Young,NYG,0.75,Sacks,9,2023-10-22,2023-10-20 14:02:00
1429,Kayvon Thibodeaux,WAS,0.25,Sacks,9,2023-10-22,2023-10-20 14:02:00
1430,Jonathan Allen,NYG,0.25,Sacks,9,2023-10-22,2023-10-20 14:02:00
1431,Montez Sweat,NYG,0.75,Sacks,9,2023-10-22,2023-10-20 14:02:00
1432,Desmond Ridder,TB,209.5,Pass Yards,9,2023-10-22,2023-10-20 14:02:00
1433,Desmond Ridder,TB,224.5,Pass+Rush Yds,9,2023-10-22,2023-10-20 14:02:00
1434,Desmond Ridder + Baker Mayfield,TB/ATL,431.5,Pass Yards (Combo),9,2023-10-22,2023-10-20 14:02:00
1435,Desmond Ridder,TB,9.5,Rush Yards,9,2023-10-22,2023-10-20 14:02:00
1436,Baker Mayfield,ATL,0.5,INT,9,2023-10-22,2023-10-20 14:02:00
1437,Baker Mayfield,ATL,235.5,Pass+Rush Yds,9,2023-10-22,2023-10-20 14:02:00
1438,Bijan Robinson + Rachaad White,TB/ATL,102.5,Rush Yards (Combo),9,2023-10-22,2023-10-20 14:02:00
1439,Baker Mayfield,ATL,221.5,Pass Yards,9,2023-10-22,2023-10-20 14:02:00
1440,Jake Camarda,ATL,4.0,Punts,9,2023-10-22,2023-10-20 14:02:00
1441,Baker Mayfield,ATL,10.5,Rush Yards,9,2023-10-22,2023-10-20 14:02:00
1442,Bijan Robinson,TB,25.5,Receiving Yards,9,2023-10-22,2023-10-20 14:02:00
1443,Bijan Robinson,TB,84.5,Rush+Rec Yds,9,2023-10-22,2023-10-20 14:02:00
1444,Drake London + Mike Evans,TB/ATL,108.5,Receiving Yards (Combo),9,2023-10-22,2023-10-20 14:02:00
1445,Bradley Pinion,TB,4.0,Punts,9,2023-10-22,2023-10-20 14:02:00
1446,Bijan Robinson,TB,13.5,Rush Attempts,9,2023-10-22,2023-10-20 14:02:00
1447,Bijan Robinson,TB,54.5,Rush Yards,9,2023-10-22,2023-10-20 14:02:00
1448,Rachaad White,ATL,48.5,Rush Yards,9,2023-10-22,2023-10-20 14:02:00
1449,Rachaad White,ATL,18.5,Receiving Yards,9,2023-10-22,2023-10-20 14:02:00
1450,Rachaad White,ATL,71.5,Rush+Rec Yds,9,2023-10-22,2023-10-20 14:02:00
1451,Rachaad White,ATL,14.0,Rush Attempts,9,2023-10-22,2023-10-20 14:02:00
1452,Kyle Pitts + Chris Godwin,TB/ATL,93.5,Receiving Yards (Combo),9,2023-10-22,2023-10-20 14:02:00
1453,Tyler Allgeier,TB,36.5,Rush Yards,9,2023-10-22,2023-10-20 14:02:00
1454,Tyler Allgeier,TB,42.5,Rush+Rec Yds,9,2023-10-22,2023-10-20 14:02:00
1455,Mike Evans + Rachaad White,ATL,0.5,Rush+Rec TDs (Combo),9,2023-10-22,2023-10-20 14:02:00
1456,Bijan Robinson + Chris Godwin,TB/ATL,0.5,Rush+Rec TDs (Combo),9,2023-10-22,2023-10-20 14:02:00
1457,Drake London + Rachaad White,TB/ATL,0.5,Rush+Rec TDs (Combo),9,2023-10-22,2023-10-20 14:02:00
1458,Mike Evans,ATL,58.5,Receiving Yards,9,2023-10-22,2023-10-20 14:02:00
1459,Kyle Pitts,TB,32.5,Receiving Yards,9,2023-10-22,2023-10-20 14:02:00
1460,Chris Godwin,ATL,60.5,Receiving Yards,9,2023-10-22,2023-10-20 14:02:00
1461,Mike Evans,ATL,4.5,Receptions,9,2023-10-22,2023-10-20 14:02:00
1462,Kyle Pitts,TB,3.0,Receptions,9,2023-10-22,2023-10-20 14:02:00
1463,Drake London,TB,49.5,Receiving Yards,9,2023-10-22,2023-10-20 14:02:00
1464,Cade Otton,ATL,2.5,Receptions,9,2023-10-22,2023-10-20 14:02:00
1465,Cade Otton,ATL,21.5,Receiving Yards,9,2023-10-22,2023-10-20 14:02:00
1466,Jonnu Smith,TB,30.5,Receiving Yards,9,2023-10-22,2023-10-20 14:02:00
1467,Rachaad White,ATL,3.0,Receptions,9,2023-10-22,2023-10-20 14:02:00
1468,Devin White,ATL,6.5,Tackles+Ast,9,2023-10-22,2023-10-20 14:02:00
1469,Jessie Bates III,TB,5.5,Tackles+Ast,9,2023-10-22,2023-10-20 14:02:00
1470,Lavonte David,ATL,7.5,Tackles+Ast,9,2023-10-22,2023-10-20 14:02:00
1471,Nate Landman,TB,7.5,Tackles+Ast,9,2023-10-22,2023-10-20 14:02:00
1472,Antoine Winfield Jr.,ATL,6.5,Tackles+Ast,9,2023-10-22,2023-10-20 14:02:00
1473,Kaden Elliss,TB,6.5,Tackles+Ast,9,2023-10-22,2023-10-20 14:02:00
1474,Ryan Neal,ATL,6.5,Tackles+Ast,9,2023-10-22,2023-10-20 14:02:00
1475,Richie Grant,TB,6.5,Tackles+Ast,9,2023-10-22,2023-10-20 14:02:00
1476,Younghoe Koo,TB,6.5,Kicking Points,9,2023-10-22,2023-10-20 14:02:00
1477,Younghoe Koo,TB,1.5,FG Made,9,2023-10-22,2023-10-20 14:02:00
1478,Chase McLaughlin,ATL,5.5,Kicking Points,9,2023-10-22,2023-10-20 14:02:00
1479,Kenny Pickett,LAR,219.5,Pass Yards,9,2023-10-22,2023-10-20 14:02:00
1480,Matthew Stafford,PIT,265.5,Pass Yards,9,2023-10-22,2023-10-20 14:02:00
1481,Kenny Pickett + Matthew Stafford,LAR/PIT,479.5,Pass Yards (Combo),9,2023-10-22,2023-10-20 14:02:00
1482,Matthew Stafford,PIT,269.5,Pass+Rush Yds,9,2023-10-22,2023-10-20 14:02:00
1483,Michael Dickson,ARI,3.5,Punts,9,2023-10-22,2023-10-20 14:02:00
1484,Najee Harris,LAR,51.5,Rush Yards,9,2023-10-22,2023-10-20 14:02:00
1485,Blake Gillikin,SEA,4.5,Punts,9,2023-10-22,2023-10-20 14:02:00
1486,Cooper Kupp,PIT,90.5,Receiving Yards,9,2023-10-22,2023-10-20 14:02:00
1487,Diontae Johnson,LAR,46.5,Receiving Yards,9,2023-10-22,2023-10-20 14:02:00
1488,Puka Nacua,PIT,5.0,Receptions,9,2023-10-22,2023-10-20 14:02:00
1489,Puka Nacua,PIT,59.5,Receiving Yards,9,2023-10-22,2023-10-20 14:02:00
1490,Pat Freiermuth,LAR,20.5,Receiving Yards,9,2023-10-22,2023-10-20 14:02:00
1491,Tutu Atwell,PIT,28.5,Receiving Yards,9,2023-10-22,2023-10-20 14:02:00
1492,Tyler Higbee,PIT,26.5,Receiving Yards,9,2023-10-22,2023-10-20 14:02:00
1493,Lamar Jackson + Josh Allen,DET/NE,82.5,Rush Yards (Combo),9,2023-10-22,2023-10-20 14:02:00
1494,Gardner Minshew + Sam Howell,CLE/NYG,428.5,Pass Yards (Combo),9,2023-10-22,2023-10-20 14:02:00
1495,Bijan Robinson + Josh Jacobs,TB/CHI,129.5,Rush Yards (Combo),9,2023-10-22,2023-10-20 14:02:00
1496,Bijan Robinson + Lamar Jackson,TB/DET,109.5,Rush Yards (Combo),9,2023-10-22,2023-10-20 14:02:00
1497,Cooper Kupp + Tyreek Hill,PIT/PHI,189.5,Receiving Yards (Combo),9,2023-10-22,2023-10-20 14:02:00
1498,Chris Boswell,LAR,6.5,Kicking Points,9,2023-10-22,2023-10-20 14:02:00
1499,Kenneth Walker III + Austin Ekeler,ARI/KC,123.5,Rush Yards (Combo),9,2023-10-22,2023-10-20 14:02:00
1500,Brett Maher,PIT,1.5,FG Made,9,2023-10-22,2023-10-20 14:02:00
1501,Brett Maher,PIT,6.5,Kicking Points,9,2023-10-22,2023-10-20 14:02:00
1502,Patrick Mahomes + Matthew Stafford,LAC/PIT,546.5,Pass Yards (Combo),9,2023-10-22,2023-10-20 14:02:00
1503,Stefon Diggs + Chris Godwin,NE/ATL,153.5,Receiving Yards (Combo),9,2023-10-22,2023-10-20 14:02:00
1504,Joshua Dobbs,SEA,218.5,Pass Yards,9,2023-10-22,2023-10-20 14:02:00
1505,Joshua Dobbs,SEA,22.5,Rush Yards,9,2023-10-22,2023-10-20 14:02:00
1506,Joshua Dobbs,SEA,20.5,Pass Completions,9,2023-10-22,2023-10-20 14:02:00
1507,Joshua Dobbs,SEA,244.5,Pass+Rush Yds,9,2023-10-22,2023-10-20 14:02:00
1508,Joshua Dobbs,SEA,32.5,Pass Attempts,9,2023-10-22,2023-10-20 14:02:00
1509,Joshua Dobbs,SEA,0.5,INT,9,2023-10-22,2023-10-20 14:02:00
1510,Geno Smith,ARI,31.5,Pass Attempts,9,2023-10-22,2023-10-20 14:02:00
1511,Geno Smith,ARI,271.5,Pass+Rush Yds,9,2023-10-22,2023-10-20 14:02:00
1512,Geno Smith,ARI,14.5,Rush Yards,9,2023-10-22,2023-10-20 14:02:00
1513,Geno Smith,ARI,253.5,Pass Yards,9,2023-10-22,2023-10-20 14:02:00
1514,Pressley Harvin III,LAR,4.0,Punts,9,2023-10-22,2023-10-20 14:02:00
1515,Geno Smith,ARI,22.5,Pass Completions,9,2023-10-22,2023-10-20 14:02:00
1516,Kenneth Walker III,ARI,0.5,Pass+Rush+Rec TDs,9,2023-10-22,2023-10-20 14:02:00
1517,Ethan Evans,PIT,3.5,Punts,9,2023-10-22,2023-10-20 14:02:00
1518,Kenneth Walker III,ARI,72.5,Rush Yards,9,2023-10-22,2023-10-20 14:02:00
1519,Kenneth Walker III,ARI,13.5,Receiving Yards,9,2023-10-22,2023-10-20 14:02:00
1520,Kenneth Walker III,ARI,89.5,Rush+Rec Yds,9,2023-10-22,2023-10-20 14:02:00
1521,Keaontay Ingram,SEA,36.5,Rush Yards,9,2023-10-22,2023-10-20 14:02:00
1522,Keaontay Ingram,SEA,52.5,Rush+Rec Yds,9,2023-10-22,2023-10-20 14:02:00
1523,Noah Fant,ARI,22.5,Receiving Yards,9,2023-10-22,2023-10-20 14:02:00
1524,D.K. Metcalf + Jaxon Smith-Njigba,ARI,0.5,Rush+Rec TDs (Combo),9,2023-10-22,2023-10-20 14:02:00
1525,Zach Ertz,SEA,23.5,Receiving Yards,9,2023-10-22,2023-10-20 14:02:00
1526,Jaxon Smith-Njigba,ARI,34.5,Receiving Yards,9,2023-10-22,2023-10-20 14:02:00
1527,Michael Wilson,SEA,29.5,Receiving Yards,9,2023-10-22,2023-10-20 14:02:00
1528,D.K. Metcalf,ARI,4.5,Receptions,9,2023-10-22,2023-10-20 14:02:00
1529,D.K. Metcalf,ARI,57.5,Receiving Yards,9,2023-10-22,2023-10-20 14:02:00
1530,Marquise Brown,SEA,4.5,Receptions,9,2023-10-22,2023-10-20 14:02:00
1531,Marquise Brown,SEA,56.5,Receiving Yards,9,2023-10-22,2023-10-20 14:02:00
1532,Tyler Lockett,ARI,56.5,Receiving Yards,9,2023-10-22,2023-10-20 14:02:00
1533,Tyler Lockett,ARI,4.5,Receptions,9,2023-10-22,2023-10-20 14:02:00
1534,Rondale Moore,SEA,26.5,Receiving Yards,9,2023-10-22,2023-10-20 14:02:00
1535,Bobby Wagner,ARI,8.5,Tackles+Ast,9,2023-10-22,2023-10-20 14:02:00
1536,Josh Woods,SEA,4.5,Tackles+Ast,9,2023-10-22,2023-10-20 14:02:00
1537,Jordyn Brooks,ARI,7.5,Tackles+Ast,9,2023-10-22,2023-10-20 14:02:00
1538,K'Von Wallace,SEA,6.5,Tackles+Ast,9,2023-10-22,2023-10-20 14:02:00
1539,Kyzir White,SEA,8.5,Tackles+Ast,9,2023-10-22,2023-10-20 14:02:00
1540,Marco Wilson,SEA,4.5,Tackles+Ast,9,2023-10-22,2023-10-20 14:02:00
1541,Keaontay Ingram,SEA,9.5,Rush Attempts,9,2023-10-22,2023-10-20 14:02:00
1542,Jordan Love,DEN,251.5,Pass+Rush Yds,9,2023-10-22,2023-10-20 14:02:00
1543,Jordan Love,DEN,234.5,Pass Yards,9,2023-10-22,2023-10-20 14:02:00
1544,Jordan Love,DEN,32.0,Pass Attempts,9,2023-10-22,2023-10-20 14:02:00
1545,Jordan Love,DEN,20.5,Pass Completions,9,2023-10-22,2023-10-20 14:02:00
1546,Jordan Love,DEN,14.5,Rush Yards,9,2023-10-22,2023-10-20 14:02:00
1547,Russell Wilson,GB,214.5,Pass Yards,9,2023-10-22,2023-10-20 14:02:00
1548,Russell Wilson,GB,19.5,Rush Yards,9,2023-10-22,2023-10-20 14:02:00
1549,Russell Wilson,GB,19.5,Pass Completions,9,2023-10-22,2023-10-20 14:02:00
1550,Russell Wilson,GB,29.5,Pass Attempts,9,2023-10-22,2023-10-20 14:02:00
1551,Russell Wilson,GB,237.5,Pass+Rush Yds,9,2023-10-22,2023-10-20 14:02:00
1552,Russell Wilson,GB,0.5,INT,9,2023-10-22,2023-10-20 14:02:00
1553,Jordan Love + Russell Wilson,DEN/GB,449.5,Pass Yards (Combo),9,2023-10-22,2023-10-20 14:02:00
1554,Aaron Jones,DEN,20.5,Receiving Yards,9,2023-10-22,2023-10-20 14:02:00
1555,Javonte Williams,GB,62.5,Rush+Rec Yds,9,2023-10-22,2023-10-20 14:02:00
1556,Javonte Williams,GB,10.5,Receiving Yards,9,2023-10-22,2023-10-20 14:02:00
1557,Courtland Sutton,GB,51.5,Receiving Yards,9,2023-10-22,2023-10-20 14:02:00
1558,Jayden Reed,DEN,2.5,Receptions,9,2023-10-22,2023-10-20 14:02:00
1559,Christian Watson,DEN,52.5,Receiving Yards,9,2023-10-22,2023-10-20 14:02:00
1560,Jerry Jeudy,GB,45.5,Receiving Yards,9,2023-10-22,2023-10-20 14:02:00
1561,Luke Musgrave,DEN,3.5,Receptions,9,2023-10-22,2023-10-20 14:02:00
1562,Romeo Doubs,DEN,38.5,Receiving Yards,9,2023-10-22,2023-10-20 14:02:00
1563,Romeo Doubs,DEN,3.5,Receptions,9,2023-10-22,2023-10-20 14:02:00
1564,Luke Musgrave,DEN,34.5,Receiving Yards,9,2023-10-22,2023-10-20 14:02:00
1565,Jayden Reed,DEN,26.5,Receiving Yards,9,2023-10-22,2023-10-20 14:02:00
1566,Rashan Gary,DEN,0.25,Sacks,9,2023-10-22,2023-10-20 14:02:00
1567,Rasul Douglas,DEN,3.5,Tackles+Ast,9,2023-10-22,2023-10-20 14:02:00
1568,Damarri Mathis,GB,4.5,Tackles+Ast,9,2023-10-22,2023-10-20 14:02:00
1569,Rudy Ford,DEN,5.5,Tackles+Ast,9,2023-10-22,2023-10-20 14:02:00
1570,Anders Carlson,DEN,6.5,Kicking Points,9,2023-10-22,2023-10-20 14:02:00
1571,Wil Lutz,GB,6.5,Kicking Points,9,2023-10-22,2023-10-20 14:02:00
1572,Travis Kelce,LAC,0.5,Pass+Rush+Rec TDs,9,2023-10-22,2023-10-20 14:02:00
1573,Justin Herbert,KC,268.5,Pass Yards,9,2023-10-22,2023-10-20 14:02:00
1574,Justin Herbert,KC,288.5,Pass+Rush Yds,9,2023-10-22,2023-10-20 14:02:00
1575,Justin Herbert,KC,25.5,Pass Completions,9,2023-10-22,2023-10-20 14:02:00
1576,Justin Herbert,KC,38.5,Pass Attempts,9,2023-10-22,2023-10-20 14:02:00
1577,Patrick Mahomes,LAC,25.5,Pass Completions,9,2023-10-22,2023-10-20 14:02:00
1578,Patrick Mahomes,LAC,278.5,Pass Yards,9,2023-10-22,2023-10-20 14:02:00
1579,Patrick Mahomes,LAC,37.5,Pass Attempts,9,2023-10-22,2023-10-20 14:02:00
1580,Justin Herbert + Patrick Mahomes,KC/LAC,548.5,Pass Yards (Combo),9,2023-10-22,2023-10-20 14:02:00
1581,Patrick Mahomes,LAC,25.5,Rush Yards,9,2023-10-22,2023-10-20 14:02:00
1582,Patrick Mahomes,LAC,307.5,Pass+Rush Yds,9,2023-10-22,2023-10-20 14:02:00
1583,Justin Verlander + Jordan Montgomery,TEX/HOU,9.0,Pitcher Strikeouts (Combo),2,2023-10-20,2023-10-20 14:02:00
1584,Tommy Townsend,LAC,3.0,Punts,9,2023-10-22,2023-10-20 14:02:00
1585,Isiah Pacheco,LAC,61.5,Rush Yards,9,2023-10-22,2023-10-20 14:02:00
1586,Austin Ekeler + Isiah Pacheco,KC/LAC,111.5,Rush Yards (Combo),9,2023-10-22,2023-10-20 14:02:00
1587,JK Scott,KC,4.0,Punts,9,2023-10-22,2023-10-20 14:02:00
1588,Isiah Pacheco,LAC,15.5,Receiving Yards,9,2023-10-22,2023-10-20 14:02:00
1589,Isiah Pacheco,LAC,84.5,Rush+Rec Yds,9,2023-10-22,2023-10-20 14:02:00
1590,Isiah Pacheco,LAC,14.5,Rush Attempts,9,2023-10-22,2023-10-20 14:02:00
1591,Austin Ekeler,KC,88.5,Rush+Rec Yds,9,2023-10-22,2023-10-20 14:02:00
1592,Austin Ekeler,KC,49.5,Rush Yards,9,2023-10-22,2023-10-20 14:02:00
1593,Austin Ekeler,KC,12.5,Rush Attempts,9,2023-10-22,2023-10-20 14:02:00
1594,Austin Ekeler,KC,33.5,Receiving Yards,9,2023-10-22,2023-10-20 14:02:00
1595,Jerick McKinnon,LAC,17.5,Receiving Yards,9,2023-10-22,2023-10-20 14:02:00
1596,Keenan Allen + Travis Kelce,KC/LAC,153.5,Receiving Yards (Combo),9,2023-10-22,2023-10-20 14:02:00
1597,Isiah Pacheco,LAC,0.5,Pass+Rush+Rec TDs,9,2023-10-22,2023-10-20 14:02:00
1598,Austin Ekeler + Patrick Mahomes,KC/LAC,0.5,Rush+Rec TDs (Combo),9,2023-10-22,2023-10-20 14:02:00
1599,Isiah Pacheco + Justin Herbert,LAC/KC,0.5,Rush+Rec TDs (Combo),9,2023-10-22,2023-10-20 14:02:00
1600,Rashee Rice + Joshua Palmer,LAC/KC,0.5,Rush+Rec TDs (Combo),9,2023-10-22,2023-10-20 14:02:00
1601,Keenan Allen,KC,78.5,Receiving Yards,9,2023-10-22,2023-10-20 14:02:00
1602,Keenan Allen + Kadarius Toney,KC/LAC,0.5,Rush+Rec TDs (Combo),9,2023-10-22,2023-10-20 14:02:00
1603,Chris Jones,LAC,0.75,Sacks,9,2023-10-22,2023-10-20 14:02:00
1604,Travis Kelce,LAC,73.5,Receiving Yards,9,2023-10-22,2023-10-20 14:02:00
1605,Travis Kelce,LAC,6.5,Receptions,9,2023-10-22,2023-10-20 14:02:00
1606,Austin Ekeler,KC,4.5,Receptions,9,2023-10-22,2023-10-20 14:02:00
1607,Isiah Pacheco,LAC,2.5,Receptions,9,2023-10-22,2023-10-20 14:02:00
1608,Rashee Rice,LAC,36.5,Receiving Yards,9,2023-10-22,2023-10-20 14:02:00
1609,Keenan Allen,KC,7.0,Receptions,9,2023-10-22,2023-10-20 14:02:00
1610,Gerald Everett,KC,23.5,Receiving Yards,9,2023-10-22,2023-10-20 14:02:00
1611,Skyy Moore,LAC,22.5,Receiving Yards,9,2023-10-22,2023-10-20 14:02:00
1612,Donald Parham,KC,14.5,Receiving Yards,9,2023-10-22,2023-10-20 14:02:00
1613,Kadarius Toney,LAC,29.5,Receiving Yards,9,2023-10-22,2023-10-20 14:02:00
1614,Noah Gray,LAC,14.5,Receiving Yards,9,2023-10-22,2023-10-20 14:02:00
1615,Marquez Valdes-Scantling,LAC,14.5,Receiving Yards,9,2023-10-22,2023-10-20 14:02:00
1616,Cameron Dicker,KC,6.5,Kicking Points,9,2023-10-22,2023-10-20 14:02:00
1617,Harrison Butker,LAC,1.5,FG Made,9,2023-10-22,2023-10-20 14:02:00
1618,Harrison Butker,LAC,7.5,Kicking Points,9,2023-10-22,2023-10-20 14:02:00
1619,Derwin James,KC,7.5,Tackles+Ast,9,2023-10-22,2023-10-20 14:02:00
1620,Justin Reid,LAC,5.5,Tackles+Ast,9,2023-10-22,2023-10-20 14:02:00
1621,Eric Kendricks,KC,7.0,Tackles+Ast,9,2023-10-22,2023-10-20 14:02:00
1622,L'Jarius Sneed,LAC,4.5,Tackles+Ast,9,2023-10-22,2023-10-20 14:02:00
1623,Willie Gay,LAC,4.5,Tackles+Ast,9,2023-10-22,2023-10-20 14:02:00
