,player,opp,line,stat,league,date,scrape_time
1420,Max Muncy,ARI,1.5,Hits+Runs+RBIS,2,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1421,Lourdes Gurriel Jr.,LAD,1.5,Hits+Runs+RBIS,2,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1422,Tommy Pham,LAD,1.5,Hits+Runs+RBIS,2,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1423,Freddie Freeman,ARI,0.5,Runs,2,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1424,Corbin Carroll,LAD,0.5,Runs,2,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1425,Mookie Betts,ARI,0.5,Runs,2,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1426,Ketel Marte,LAD,0.5,Runs,2,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1427,Max Muncy,ARI,0.5,Runs,2,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1428,David Peralta,ARI,0.5,Hitter Strikeouts,2,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1429,Jason Heyward,ARI,0.5,Hitter Strikeouts,2,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1430,Freddie Freeman,ARI,1.5,Total Bases,2,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1431,Evan Longoria,LAD,0.5,Total Bases,2,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1432,Mookie Betts,ARI,1.5,Total Bases,2,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1433,Geraldo Perdomo,LAD,0.5,Total Bases,2,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1434,Auston Matthews,MTL,20.25,Time On Ice,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1435,Justin Fields,Weeks 6-9,799.5,Pass Yards,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1436,Auston Matthews + Cole Caufield,MTL/TOR,7.5,Shots On Goal (Combo),8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1437,Justin Fields,Weeks 6-9,5.5,Pass TDs,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1438,William Nylander + Mitch Marner,MTL,6.5,Shots On Goal (Combo),8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1439,Cole Caufield,TOR,18.5,Time On Ice,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1440,Rachaad White,DET,51.5,Rush Yards,9,2023-10-15 00:00:00-05:00,2023-10-11 14:27:00-05:00
1441,Sebastian Aho + Brady Tkachuk,OTT/CAR,7.0,Shots On Goal (Combo),8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1442,Morgan Rielly,MTL,21.5,Time On Ice,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1443,Tim Stutzle + Drake Batherson,CAR,5.5,Shots On Goal (Combo),8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1444,Michael Matheson,TOR,24.0,Time On Ice,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1445,D.J. Moore,Weeks 6-9,265.5,Receiving Yards,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1446,Brent Burns + Martin Necas,OTT,7.0,Shots On Goal (Combo),8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1447,D.J. Moore,Weeks 6-9,1.5,Rec TDs,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1448,Jake McCabe,MTL,20.0,Time On Ice,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1449,David Savard,TOR,22.75,Time On Ice,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1450,David Pastrnak + Connor Bedard,CHI/BOS,8.5,Shots On Goal (Combo),8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1451,D.J. Moore,Weeks 6-9,18.5,Receptions,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1452,Brad Marchand + Jake DeBrusk,CHI,5.5,Shots On Goal (Combo),8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1453,Sebastian Aho,OTT,19.75,Time On Ice,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1454,Nathan MacKinnon + Adrian Kempe,LA/COL,8.5,Shots On Goal (Combo),8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1455,Brady Tkachuk,CAR,18.5,Time On Ice,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1456,Brent Burns,OTT,23.25,Time On Ice,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1457,Connor McDavid + Brock Boeser,EDM/VAN,6.5,Shots On Goal (Combo),8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1458,Thomas Chabot,CAR,25.0,Time On Ice,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1459,Mike Evans,DET,60.5,Receiving Yards,9,2023-10-15 00:00:00-05:00,2023-10-11 14:27:00-05:00
1460,Leon Draisaitl + Evander Kane,VAN,6.0,Shots On Goal (Combo),8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1461,Brett Pesce,OTT,21.5,Time On Ice,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1462,Elias Pettersson + J.T. Miller,EDM,6.0,Shots On Goal (Combo),8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1463,Jakob Chychrun,CAR,22.75,Time On Ice,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1464,Nazem Kadri + Kyle Connor,WPG/CGY,6.5,Shots On Goal (Combo),8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1465,David Pastrnak,CHI,20.0,Time On Ice,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1466,Connor Bedard,BOS,21.0,Time On Ice,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1467,Charlie McAvoy,CHI,22.5,Time On Ice,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1468,Connor Murphy,BOS,18.75,Time On Ice,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1469,Hampus Lindholm,CHI,23.0,Time On Ice,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1470,Seth Jones,BOS,24.75,Time On Ice,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1471,Anze Kopitar,COL,20.75,Time On Ice,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1472,Nathan MacKinnon,LA,22.25,Time On Ice,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1473,Drew Doughty,COL,26.25,Time On Ice,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1474,Cale Makar,LA,26.25,Time On Ice,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1475,Vladislav Gavrikov,COL,22.0,Time On Ice,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1476,Bowen Byram,LA,21.5,Time On Ice,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1477,Elias Pettersson,EDM,20.5,Time On Ice,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1478,Connor McDavid,VAN,23.0,Time On Ice,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1479,Quinn Hughes,EDM,26.0,Time On Ice,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1480,Mattias Ekholm,VAN,21.25,Time On Ice,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1481,Filip Hronek,EDM,22.25,Time On Ice,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1482,Darnell Nurse,VAN,23.5,Time On Ice,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1483,Elias Lindholm,WPG,18.75,Time On Ice,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1484,Kyle Connor,CGY,20.5,Time On Ice,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1485,MacKenzie Weegar,WPG,20.75,Time On Ice,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1486,Josh Morrissey,CGY,24.0,Time On Ice,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1487,Noah Hanifin,WPG,22.75,Time On Ice,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1488,Neal Pionk,CGY,22.0,Time On Ice,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1489,Michael Pittman Jr.,Weeks 6-9,255.5,Receiving Yards,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1490,Joshua Dobbs,LAR,199.5,Pass Yards,9,2023-10-15 00:00:00-05:00,2023-10-11 14:27:00-05:00
1491,Matt Gay,Weeks 6-9,1.5,50+ Yard FG Made,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1492,Matthew Stafford,ARI,268.5,Pass Yards,9,2023-10-15 00:00:00-05:00,2023-10-11 14:27:00-05:00
1493,Matt Gay,Weeks 6-9,7.5,FG,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1494,Brett Maher,ARI,1.5,FG,9,2023-10-15 00:00:00-05:00,2023-10-11 14:27:00-05:00
1495,Brett Maher,ARI,7.5,Kicking Points,9,2023-10-15 00:00:00-05:00,2023-10-11 14:27:00-05:00
1496,Matt Prater,LAR,6.5,Kicking Points,9,2023-10-15 00:00:00-05:00,2023-10-11 14:27:00-05:00
1497,Matt Prater,LAR,1.5,FG,9,2023-10-15 00:00:00-05:00,2023-10-11 14:27:00-05:00
1498,Cooper Kupp,ARI,87.5,Receiving Yards,9,2023-10-15 00:00:00-05:00,2023-10-11 14:27:00-05:00
1499,Marquise Brown,LAR,54.5,Receiving Yards,9,2023-10-15 00:00:00-05:00,2023-10-11 14:27:00-05:00
1500,Bryce Elder + Aaron Nola,PHI/ATL,8.0,Pitcher Strikeouts (Combo),2,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1501,Puka Nacua,ARI,71.5,Receiving Yards,9,2023-10-15 00:00:00-05:00,2023-10-11 14:27:00-05:00
1502,Aaron Nola + Joe Ryan,ATL/HOU,9.5,Pitcher Strikeouts (Combo),2,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1503,Ilya Samsonov + Jake Allen,MTL/TOR,56.5,Goalie Saves (Combo),8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1504,Desmond Ridder,Weeks 6-9,799.5,Pass Yards,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1505,Zach Wilson,PHI,192.5,Pass Yards,9,2023-10-15 00:00:00-05:00,2023-10-11 14:27:00-05:00
1506,Jose Urquidy + Joe Ryan,MIN/HOU,8.0,Pitcher Strikeouts (Combo),2,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1507,Desmond Ridder,Weeks 6-9,4.5,Pass TDs,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1508,Jalen Hurts,NYJ,0.5,Rush+Rec TDs,9,2023-10-15 00:00:00-05:00,2023-10-11 14:27:00-05:00
1509,Jalen Hurts,NYJ,221.5,Pass Yards,9,2023-10-15 00:00:00-05:00,2023-10-11 14:27:00-05:00
1510,Breece Hall,PHI,54.5,Rush Yards,9,2023-10-15 00:00:00-05:00,2023-10-11 14:27:00-05:00
1511,Linus Ullmark + Arvid Soderblom,CHI/BOS,56.5,Goalie Saves (Combo),8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1512,Drake London,Weeks 6-9,199.5,Receiving Yards,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1513,Drake London,Weeks 6-9,16.5,Receptions,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1514,D'Andre Swift,NYJ,64.5,Rush Yards,9,2023-10-15 00:00:00-05:00,2023-10-11 14:27:00-05:00
1515,Younghoe Koo,Weeks 6-9,7.5,FG,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1516,Jacob Markstrom + Connor Hellebuyck,WPG/CGY,56.5,Goalie Saves (Combo),8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1517,Younghoe Koo,Weeks 6-9,1.5,50+ Yard FG Made,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1518,Jessie Bates III,Weeks 6-9,0.5,INT,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1519,A.J. Brown,NYJ,65.5,Receiving Yards,9,2023-10-15 00:00:00-05:00,2023-10-11 14:27:00-05:00
1520,Garrett Wilson,PHI,50.5,Receiving Yards,9,2023-10-15 00:00:00-05:00,2023-10-11 14:27:00-05:00
1521,Lance Lynn + Brandon Pfaadt,ARI/LAD,7.5,Pitcher Strikeouts (Combo),2,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1522,DeVonta Smith,NYJ,49.5,Receiving Yards,9,2023-10-15 00:00:00-05:00,2023-10-11 14:27:00-05:00
1523,Dallas Goedert,NYJ,36.5,Receiving Yards,9,2023-10-15 00:00:00-05:00,2023-10-11 14:27:00-05:00
1524,Josh Allen,NYG,263.5,Pass Yards,9,2023-10-15 00:00:00-05:00,2023-10-11 14:27:00-05:00
1525,Stefon Diggs,NYG,84.5,Receiving Yards,9,2023-10-15 00:00:00-05:00,2023-10-11 14:27:00-05:00
1526,Gabriel Davis,NYG,45.5,Receiving Yards,9,2023-10-15 00:00:00-05:00,2023-10-11 14:27:00-05:00
1527,Dak Prescott,LAC,248.5,Pass Yards,9,2023-10-16 00:00:00-05:00,2023-10-11 14:27:00-05:00
1528,Joshua Dobbs,Weeks 6-9,4.5,Pass TDs,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1529,Joshua Dobbs,Weeks 6-9,845.5,Pass Yards,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1530,Marquise Brown,Weeks 6-9,1.5,Rec TDs,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1531,Marquise Brown,Weeks 6-9,20.5,Receptions,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1532,Marquise Brown,Weeks 6-9,259.5,Receiving Yards,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1533,Justin Herbert,DAL,283.5,Pass Yards,9,2023-10-16 00:00:00-05:00,2023-10-11 14:27:00-05:00
1534,Budda Baker,Weeks 6-9,0.5,INT,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1535,Matt Prater,Weeks 6-9,1.5,50+ Yard FG Made,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1536,Matt Prater,Weeks 6-9,6.5,FG,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1537,Tony Pollard,LAC,70.5,Rush Yards,9,2023-10-16 00:00:00-05:00,2023-10-11 14:27:00-05:00
1538,CeeDee Lamb,LAC,69.5,Receiving Yards,9,2023-10-16 00:00:00-05:00,2023-10-11 14:27:00-05:00
1539,Keenan Allen,DAL,74.5,Receiving Yards,9,2023-10-16 00:00:00-05:00,2023-10-11 14:27:00-05:00
1540,Geno Smith,Weeks 6-9,985.5,Pass Yards,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1541,D.K. Metcalf,Weeks 6-9,261.5,Receiving Yards,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1542,D.K. Metcalf,Weeks 6-9,1.5,Rec TDs,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1543,D.K. Metcalf,Weeks 6-9,18.5,Receptions,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1544,Tyler Lockett,Weeks 6-9,232.5,Receiving Yards,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1545,Tyler Lockett,Weeks 6-9,1.5,Rec TDs,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1546,Tyler Lockett,Weeks 6-9,18.5,Receptions,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1547,Jason Myers,Weeks 6-9,7.5,FG,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1548,Jason Myers,Weeks 6-9,1.5,50+ Yard FG Made,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1549,Devon Witherspoon,Weeks 6-9,0.5,INT,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1550,Chris Olave,Weeks 6-9,265.5,Receiving Yards,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1551,Chris Olave,Weeks 6-9,1.5,Rec TDs,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1552,Chris Olave,Weeks 6-9,18.5,Receptions,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1553,Michael Thomas,Weeks 6-9,225.5,Receiving Yards,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1554,Michael Thomas,Weeks 6-9,20.5,Receptions,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1555,Graham Gano,Weeks 6-9,6.5,FG,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1556,Graham Gano,Weeks 6-9,1.5,50+ Yard FG Made,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1557,Ilya Samsonov,MTL,26.0,Goalie Saves,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1558,Jake Allen,TOR,30.5,Goalie Saves,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1559,Arvid Soderblom,BOS,30.5,Goalie Saves,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1560,Linus Ullmark,CHI,25.5,Goalie Saves,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1561,Auston Matthews,MTL,0.5,Goals,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1562,David Pastrnak,CHI,0.5,Goals,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1563,Connor McDavid,VAN,0.5,Goals,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1564,Leon Draisaitl,VAN,0.5,Goals,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1565,Jimmy Garoppolo,Weeks 6-9,940.5,Pass Yards,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1566,Jakobi Meyers,Weeks 6-9,249.5,Receiving Yards,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1567,Jakobi Meyers,Weeks 6-9,1.5,Rec TDs,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1568,Jakobi Meyers,Weeks 6-9,21.5,Receptions,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1569,Daniel Carlson,Weeks 6-9,6.5,FG,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1570,Daniel Carlson,Weeks 6-9,1.5,50+ Yard FG Made,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1571,Woro2k,B8,33.0,MAPS 1-2 Kills,265,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1572,Baker Mayfield,Weeks 6-9,855.5,Pass Yards,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1573,sdy,B8,30.0,MAPS 1-2 Kills,265,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1574,DemQQ,B8,30.5,MAPS 1-2 Kills,265,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1575,Baker Mayfield,Weeks 6-9,5.5,Pass TDs,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1576,kRaSnaL,B8,28.0,MAPS 1-2 Kills,265,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1577,Rachaad White,Weeks 6-9,1.5,Rush TDs,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1578,br0,B8,27.5,MAPS 1-2 Kills,265,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1579,r1nkle,Monte,28.5,MAPS 1-2 Kills,265,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1580,Rachaad White,Weeks 6-9,0.5,Rec TDs,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1581,Mike Evans,Weeks 6-9,275.5,Receiving Yards,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1582,cptkurtka023,Monte,28.0,MAPS 1-2 Kills,265,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1583,Mike Evans,Weeks 6-9,19.5,Receptions,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1584,OWNER,Monte,27.0,MAPS 1-2 Kills,265,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1585,npl,Monte,25.5,MAPS 1-2 Kills,265,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1586,Jamel Dean,Weeks 6-9,0.5,INT,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1587,amster,Monte,21.5,MAPS 1-2 Kills,265,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1588,Woro2k,B8,12.0,MAPS 1-2 Headshots,265,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1589,sdy,B8,14.5,MAPS 1-2 Headshots,265,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1590,DemQQ,B8,15.0,MAPS 1-2 Headshots,265,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1591,kRaSnaL,B8,14.0,MAPS 1-2 Headshots,265,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1592,br0,B8,16.0,MAPS 1-2 Headshots,265,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1593,r1nkle,Monte,11.0,MAPS 1-2 Headshots,265,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1594,cptkurtka023,Monte,17.5,MAPS 1-2 Headshots,265,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1595,OWNER,Monte,15.0,MAPS 1-2 Headshots,265,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1596,npl,Monte,14.5,MAPS 1-2 Headshots,265,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1597,amster,Monte,10.0,MAPS 1-2 Headshots,265,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1598,TruNiQ,FORZE,32.5,MAPS 1-2 Kills,265,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1599,leri511,FORZE,31.0,MAPS 1-2 Kills,265,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1600,fozil,FORZE,30.5,MAPS 1-2 Kills,265,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1601,enzero,FORZE,26.5,MAPS 1-2 Kills,265,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1602,Vert,FORZE,24.5,MAPS 1-2 Kills,265,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1603,r3salt,Space,31.5,MAPS 1-2 Kills,265,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1604,shalfey,Space,30.0,MAPS 1-2 Kills,265,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1605,sstiNiX,Space,28.0,MAPS 1-2 Kills,265,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1606,tN1R,Space,26.5,MAPS 1-2 Kills,265,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1607,matusik,Space,27.5,MAPS 1-2 Kills,265,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1608,TruNiQ,FORZE,17.5,MAPS 1-2 Headshots,265,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1609,leri511,FORZE,10.5,MAPS 1-2 Headshots,265,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1610,fozil,FORZE,17.5,MAPS 1-2 Headshots,265,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1611,enzero,FORZE,14.5,MAPS 1-2 Headshots,265,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1612,Vert,FORZE,12.0,MAPS 1-2 Headshots,265,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1613,r3salt,Space,20.0,MAPS 1-2 Headshots,265,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1614,shalfey,Space,14.5,MAPS 1-2 Headshots,265,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1615,sstiNiX,Space,17.0,MAPS 1-2 Headshots,265,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1616,tN1R,Space,16.0,MAPS 1-2 Headshots,265,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1617,matusik,Space,10.0,MAPS 1-2 Headshots,265,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1618,BOROS,PARIVISION,33.5,MAPS 1-2 Kills,265,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1619,lauNX,PARIVISION,29.5,MAPS 1-2 Kills,265,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1620,bodyy,PARIVISION,29.5,MAPS 1-2 Kills,265,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1621,mhL,PARIVISION,30.0,MAPS 1-2 Kills,265,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1622,NBK-,PARIVISION,24.5,MAPS 1-2 Kills,265,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1623,BELCHONOKK,Falcons,30.0,MAPS 1-2 Kills,265,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1624,xsepower,Falcons,27.5,MAPS 1-2 Kills,265,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1625,X5G7V,Falcons,28.5,MAPS 1-2 Kills,265,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1626,Jerry,Falcons,27.5,MAPS 1-2 Kills,265,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1627,Raijin,Falcons,25.5,MAPS 1-2 Kills,265,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1628,BOROS,PARIVISION,21.5,MAPS 1-2 Headshots,265,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1629,lauNX,PARIVISION,18.0,MAPS 1-2 Headshots,265,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1630,bodyy,PARIVISION,16.0,MAPS 1-2 Headshots,265,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
