,player,opp,line,stat,league,date,scrape_time
681,Stewart Cink,TPC Summerlin  RD 1,68.5,Strokes,1,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
682,Paolo Banchero,2023-2024 Season,21.9,Points Per Game AVG,173,2023-10-25 00:00:00-05:00,2023-10-11 14:27:00-05:00
683,Erik Van Rooyen,TPC Summerlin  RD 1,68.5,Strokes,1,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
684,Courtland Sutton,KC,3.5,Receptions,9,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
685,A'ja Wilson + Chelsea Gray,NYL,39.5,Points (Combo),3,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
686,Markus Howard,ALBA Berlin,2.5,3P,151,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
687,Paolo Banchero,2023-2024 Season,8.5,30+ Point Games,173,2023-10-25 00:00:00-05:00,2023-10-11 14:27:00-05:00
688,Erik Van Rooyen,Garrick Higgo,0.0,Birdies or Better Matchup,1,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
689,junior,Forsaken,32.5,MAPS 1-2 Kills,265,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
690,Joe Ryan,HOU 1+2 Innings,2.0,Pitcher Strikeouts,231,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
691,Yatoro,SMG (MAPS 1-2 Kills),19.5,MAPS 1-2 Kills,174,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
692,Johnny Gaudreau,2023-2024 Season,28.5,Goals,236,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
693,Erik Van Rooyen,TPC Summerlin  RD 1,4.5,Birdies Or Better,1,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
694,Paolo Banchero,2023-2024 Season,13.5,Double-Doubles,173,2023-10-25 00:00:00-05:00,2023-10-11 14:27:00-05:00
695,De'Aaron Fox,LAL,14.5,PTS,237,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
696,Markus Howard,ALBA Berlin,18.5,PTS,151,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
697,Jose Urquidy,MIN 1st Inning,16.0,Pitches Thrown,231,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
698,Yordan Alvarez,MIN,8.0,Hitter Fantasy Score,2,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
699,Courtland Sutton,KC,43.5,Receiving Yards,9,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
700,Artemi Panarin,2023-2024 Season,28.5,Goals,236,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
701,D'Angelo Russell,SAC,11.5,PTS,237,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
702,Jose Urquidy,MIN 1+2 Innings,2.0,Pitcher Strikeouts,231,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
703,Carlos Correa,HOU,6.5,Hitter Fantasy Score,2,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
704,Jerry Jeudy,KC,52.5,Receiving Yards,9,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
705,Larl,SMG (MAPS 1-2 Kills),14.0,MAPS 1-2 Kills,174,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
706,A'ja Wilson + Jackie Young,NYL,41.5,Points (Combo),3,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
707,autimatic,Forsaken,31.5,MAPS 1-2 Kills,265,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
708,Joe Ryan,HOU 1st Inning,16.0,Pitches Thrown,231,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
709,Akshay Bhatia,Harry Hall,0.0,Birdies or Better Matchup,1,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
710,Sterling Brown,Bitci Baskonia Victoria-Gasteiz,13.5,PTS,151,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
711,Jerry Jeudy,KC,4.5,Receptions,9,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
712,Akshay Bhatia,TPC Summerlin  RD 1,68.5,Strokes,1,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
713,Clint Capela,2023-2024 Season,0.5,Technical Fouls,173,2023-10-25 00:00:00-05:00,2023-10-11 14:27:00-05:00
714,Jose Altuve,MIN,7.0,Hitter Fantasy Score,2,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
715,Tage Thompson,2023-2024 Season,43.5,Goals,236,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
716,Chima Moneke,ALBA Berlin,11.5,PTS,151,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
717,Chima Moneke,ALBA Berlin,7.5,TRB,151,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
718,Ben Griffin,Joseph Bramlett,0.0,Birdies or Better Matchup,1,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
719,Clint Capela,2023-2024 Season,11.1,Rebounds Per Game AVG,173,2023-10-25 00:00:00-05:00,2023-10-11 14:27:00-05:00
720,Ben Griffin,TPC Summerlin  RD 1,68.5,Strokes,1,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
721,Jeorge,Forsaken,27.5,MAPS 1-2 Kills,265,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
722,Domantas Sabonis,LAL,9.5,PTS,237,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
723,Kelsey Plum + Jackie Young,NYL,38.5,Points (Combo),3,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
724,Justin Watson,DEN,21.5,Receiving Yards,9,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
725,MidOne,TSpirit (MAPS 1-2 Kills),13.0,MAPS 1-2 Kills,174,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
726,Johannes Thiemann,Bitci Baskonia Victoria-Gasteiz,5.5,TRB,151,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
727,Christian Wood,SAC,8.5,PTS,237,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
728,Mika Zibanejad,2023-2024 Season,35.5,Goals,236,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
729,Kristaps Porzingis,2023-2024 Season,5.5,Technical Fouls,173,2023-10-25 00:00:00-05:00,2023-10-11 14:27:00-05:00
730,Royce Lewis,HOU,7.0,Hitter Fantasy Score,2,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
731,Kadarius Toney,DEN,31.5,Receiving Yards,9,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
732,No[o]ne-,TSpirit (MAPS 1-2 Kills),12.0,MAPS 1-2 Kills,174,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
733,Chelsea Gray + Kelsey Plum,NYL,36.5,Points (Combo),3,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
734,Johannes Thiemann,Bitci Baskonia Victoria-Gasteiz,17.5,PTS+TRB+AST,151,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
735,HexT,Forsaken,28.0,MAPS 1-2 Kills,265,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
736,Johannes Thiemann,Bitci Baskonia Victoria-Gasteiz,11.5,PTS,151,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
737,miCKe,AR (MAPS 1-2 Kills),17.5,MAPS 1-2 Kills,174,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
738,Jaylen Brown,2023-2024 Season,17.5,30+ Point Games,173,2023-10-25 00:00:00-05:00,2023-10-11 14:27:00-05:00
739,Alex DeBrincat,2023-2024 Season,35.5,Goals,236,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
740,Matt Costello,ALBA Berlin,7.5,PTS,151,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
741,Marquez Valdes-Scantling,DEN,19.5,Receiving Yards,9,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
742,Chelsea Gray + Jackie Young,NYL,36.5,Points (Combo),3,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
743,Matt Costello,ALBA Berlin,3.5,TRB,151,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
744,Walco,Forsaken,26.5,MAPS 1-2 Kills,265,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
745,Alex Bregman,MIN,6.5,Hitter Fantasy Score,2,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
746,Jaylen Brown,2023-2024 Season,3.5,Technical Fouls,173,2023-10-25 00:00:00-05:00,2023-10-11 14:27:00-05:00
747,Matt Thomas,Bitci Baskonia Victoria-Gasteiz,11.5,PTS,151,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
748,Kelsey Plum + Jackie Young,NYL,8.5,Assists (Combo),3,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
749,JBa,Evil Geniuses,32.5,MAPS 1-2 Kills,265,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
750,Nisha,AR (MAPS 1-2 Kills),15.5,MAPS 1-2 Kills,174,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
751,Gabe Vincent,SAC,7.5,PTS,237,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
752,Jaylen Brown,2023-2024 Season,25.6,Points Per Game AVG,173,2023-10-25 00:00:00-05:00,2023-10-11 14:27:00-05:00
753,Chris Kreider,2023-2024 Season,35.5,Goals,236,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
754,Marvin Mims Jr.,KC,17.5,Receiving Yards,9,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
755,Chelsea Gray + Kelsey Plum,NYL,11.5,Assists (Combo),3,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
756,Rashee Rice,DEN,30.5,Receiving Yards,9,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
757,Lou,Liquid (MAPS 1-2 Kills),10.0,MAPS 1-2 Kills,174,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
758,cxzi,Evil Geniuses,29.0,MAPS 1-2 Kills,265,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
759,Timo Meier,2023-2024 Season,37.5,Goals,236,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
760,Jayson Tatum,2023-2024 Season,0.5,50+ Point Games,173,2023-10-25 00:00:00-05:00,2023-10-11 14:27:00-05:00
761,Maik Kotsar,ALBA Berlin,7.5,PTS,151,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
762,Jayson Tatum,2023-2024 Season,0.5,Triple-Doubles,173,2023-10-25 00:00:00-05:00,2023-10-11 14:27:00-05:00
763,Jayson Tatum,2023-2024 Season,8.5,Technical Fouls,173,2023-10-25 00:00:00-05:00,2023-10-11 14:27:00-05:00
764,Jayson Tatum,2023-2024 Season,29.6,Points Per Game AVG,173,2023-10-25 00:00:00-05:00,2023-10-11 14:27:00-05:00
765,Chelsea Gray + Jackie Young,NYL,12.0,Assists (Combo),3,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
766,Dillon Brooks ,2023-2024 Season,1.5,30+ Point Games,173,2023-10-25 00:00:00-05:00,2023-10-11 14:27:00-05:00
767,RJ Barrett,2023-2024 Season,7.5,30+ Point Games,173,2023-10-25 00:00:00-05:00,2023-10-11 14:27:00-05:00
768,Jack Hughes,2023-2024 Season,42.5,Goals,236,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
769,Infinite,Evil Geniuses,30.0,MAPS 1-2 Kills,265,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
770,Dillon Brooks ,2023-2024 Season,14.5,Technical Fouls,173,2023-10-25 00:00:00-05:00,2023-10-11 14:27:00-05:00
771,RJ Barrett,2023-2024 Season,19.7,Points Per Game AVG,173,2023-10-25 00:00:00-05:00,2023-10-11 14:27:00-05:00
772,Skyy Moore,DEN,24.5,Receiving Yards,9,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
773,Louis Olinde,Bitci Baskonia Victoria-Gasteiz,9.5,PTS,151,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
774,Somnus,Liquid (MAPS 1-2 Kills),13.5,MAPS 1-2 Kills,174,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
775,Louis Olinde,Bitci Baskonia Victoria-Gasteiz,4.0,TRB,151,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
776,Knight~,SR (MAPS 1-2 Kills),10.0,MAPS 1-2 Kills,174,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
777,Emily Ducote,Ashley Yoder,75.5,Significant Strikes,12,2023-10-14 00:00:00-05:00,2023-10-11 14:27:00-05:00
778,Kelsey Plum + Jackie Young,NYL,5.0,3-PT Made (Combo),3,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
779,Tadas Sedekerskis,ALBA Berlin,5.5,TRB,151,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
780,Alperen Sengun,2023-2024 Season,0.5,Triple-Doubles,173,2023-10-25 00:00:00-05:00,2023-10-11 14:27:00-05:00
781,Tadas Sedekerskis,ALBA Berlin,6.5,PTS,151,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
782,Bam Adebayo,2023-2024 Season,6.5,30+ Point Games,173,2023-10-25 00:00:00-05:00,2023-10-11 14:27:00-05:00
783,wiz,Evil Geniuses,29.5,MAPS 1-2 Kills,265,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
784,Aleksander Barkov,2023-2024 Season,28.5,Goals,236,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
785,Chris Gutierrez,Alateng Heili,63.5,Significant Strikes,12,2023-10-14 00:00:00-05:00,2023-10-11 14:27:00-05:00
786,SLATEM$,SR (MAPS 1-2 Kills),10.0,MAPS 1-2 Kills,174,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
787,Kirill Kaprizov,2023-2024 Season,43.5,Goals,236,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
788,Mitchell Robinson,2023-2024 Season,9.1,Rebounds Per Game AVG,173,2023-10-25 00:00:00-05:00,2023-10-11 14:27:00-05:00
789,Wendell Carter Jr.	,2023-2024 Season,9.1,Rebounds Per Game AVG,173,2023-10-25 00:00:00-05:00,2023-10-11 14:27:00-05:00
790,Chelsea Gray + Kelsey Plum,NYL,4.0,3-PT Made (Combo),3,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
791,Harrison Butker,DEN,1.5,FG,9,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
792,Lamar Jackson + Courtland Sutton,TEN/KC,0.5,Rush+Rec TDs (Combo),9,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
793,stanislaw,Evil Geniuses,26.5,MAPS 1-2 Kills,265,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
794,Alex Singleton,KC,10.0,Tackles+Ast,9,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
795,Melissa Dixon	,Irina Alekseeva,47.5,Significant Strikes,12,2023-10-14 00:00:00-05:00,2023-10-11 14:27:00-05:00
796,junior,Forsaken,9.5,MAPS 1-2 Headshots,265,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
797,Jason Robertson,2023-2024 Season,43.5,Goals,236,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
798,Chelsea Gray + Jackie Young,NYL,4.0,3-PT Made (Combo),3,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
799,Donovan Mitchell,2023-2024 Season,28.0,Points Per Game AVG,173,2023-10-25 00:00:00-05:00,2023-10-11 14:27:00-05:00
800,Donovan Mitchell,2023-2024 Season,2.5,Double-Doubles,173,2023-10-25 00:00:00-05:00,2023-10-11 14:27:00-05:00
801,Donovan Mitchell,2023-2024 Season,0.5,50+ Point Games,173,2023-10-25 00:00:00-05:00,2023-10-11 14:27:00-05:00
802,Arteezy,Thunder (MAPS 1-2 Kills),17.0,MAPS 1-2 Kills,174,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
803,Justin Reid,DEN,5.0,Tackles+Ast,9,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
804,Darius Garland,2023-2024 Season,2.5,3PT Made Per Game AVG,173,2023-10-25 00:00:00-05:00,2023-10-11 14:27:00-05:00
805,Darius Garland,2023-2024 Season,20.5,Double-Doubles,173,2023-10-25 00:00:00-05:00,2023-10-11 14:27:00-05:00
806,Breanna Stewart + Sabrina Ionescu,LVA,37.5,Points (Combo),3,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
807,Abed,Thunder (MAPS 1-2 Kills),18.0,MAPS 1-2 Kills,174,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
808,autimatic,Forsaken,16.5,MAPS 1-2 Headshots,265,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
809,Darius Garland,2023-2024 Season,7.5,30+ Point Games,173,2023-10-25 00:00:00-05:00,2023-10-11 14:27:00-05:00
810,Darius Garland,2023-2024 Season,21.9,Points Per Game AVG,173,2023-10-25 00:00:00-05:00,2023-10-11 14:27:00-05:00
811,Al Horford,2023-2024 Season,0.5,Technical Fouls,173,2023-10-25 00:00:00-05:00,2023-10-11 14:27:00-05:00
812,Sam Reinhart,2023-2024 Season,30.5,Goals,236,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
813,Darius Garland,2023-2024 Season,7.9,Assists Per Game AVG,173,2023-10-25 00:00:00-05:00,2023-10-11 14:27:00-05:00
814,Tainara Lisboa,Ravena Oliveira,1.5,Takedowns,12,2023-10-14 00:00:00-05:00,2023-10-11 14:27:00-05:00
815,Tainara Lisboa,Ravena Oliveira,10.5,Fight Time (Mins),12,2023-10-14 00:00:00-05:00,2023-10-11 14:27:00-05:00
816,K1,bc (MAPS 1-2 Kills),12.0,MAPS 1-2 Kills,174,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
817,Roope Hintz,2023-2024 Season,36.5,Goals,236,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
818,Jeorge,Forsaken,15.0,MAPS 1-2 Headshots,265,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
819,Breanna Stewart + Courtney Vandersloot,LVA,30.5,Points (Combo),3,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
820,Evan Mobley,2023-2024 Season,9.4,Rebounds Per Game AVG,173,2023-10-25 00:00:00-05:00,2023-10-11 14:27:00-05:00
821,Tainara Lisboa,Ravena Oliveira,34.5,Significant Strikes,12,2023-10-14 00:00:00-05:00,2023-10-11 14:27:00-05:00
822,Josey Jewell,KC,7.5,Tackles+Ast,9,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
823,TJ Brown,Darren Elkins,52.5,Significant Strikes,12,2023-10-14 00:00:00-05:00,2023-10-11 14:27:00-05:00
824,Jarrett Allen,2023-2024 Season,9.9,Rebounds Per Game AVG,173,2023-10-25 00:00:00-05:00,2023-10-11 14:27:00-05:00
825,Bogdan Bogdanovic,2023-2024 Season,0.5,Technical Fouls,173,2023-10-25 00:00:00-05:00,2023-10-11 14:27:00-05:00
826,Sabrina Ionescu + Courtney Vandersloot,LVA,25.5,Points (Combo),3,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
827,Alex Ovechkin,2023-2024 Season,40.5,Goals,236,2023-10-13 00:00:00-05:00,2023-10-11 14:27:00-05:00
828,Justin Simmons,KC,5.5,Tackles+Ast,9,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
829,Gunnar,bc (MAPS 1-2 Kills),11.0,MAPS 1-2 Kills,174,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
830,HexT,Forsaken,14.5,MAPS 1-2 Headshots,265,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
831,TJ Brown,Darren Elkins,2.0,Takedowns,12,2023-10-14 00:00:00-05:00,2023-10-11 14:27:00-05:00
832,TJ Brown,Darren Elkins,14.75,Fight Time (Mins),12,2023-10-14 00:00:00-05:00,2023-10-11 14:27:00-05:00
833,Parker,nouns (MAPS 1-2 Kills),22.0,MAPS 1-2 Kills,174,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
834,Christian Rodriguez,Cameron Saaiman,42.5,Significant Strikes,12,2023-10-14 00:00:00-05:00,2023-10-11 14:27:00-05:00
835,Christian Rodriguez,Cameron Saaiman,0.5,Takedowns,12,2023-10-14 00:00:00-05:00,2023-10-11 14:27:00-05:00
836,Patrick Surtain II,KC,3.5,Tackles+Ast,9,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
837,Walco,Forsaken,16.0,MAPS 1-2 Headshots,265,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
838,Breanna Stewart + Jonquel Jones,LVA,37.0,Points (Combo),3,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
839,Kevin love ,2023-2024 Season,0.5,Technical Fouls,173,2023-10-25 00:00:00-05:00,2023-10-11 14:27:00-05:00
840,DarkMago,nouns (MAPS 1-2 Kills),15.0,MAPS 1-2 Kills,174,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
841,Kareem Jackson,KC,6.0,Tackles+Ast,9,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
842,Edgar Chairez	,Daniel Lacerda,5.0,Fight Time (Mins),12,2023-10-14 00:00:00-05:00,2023-10-11 14:27:00-05:00
843,JBa,Evil Geniuses,18.5,MAPS 1-2 Headshots,265,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
844,Breanna Stewart + Betnijah Laney,LVA,36.5,Points (Combo),3,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
845,Edgar Chairez	,Daniel Lacerda,24.5,Significant Strikes,12,2023-10-14 00:00:00-05:00,2023-10-11 14:27:00-05:00
846,Kevin love ,2023-2024 Season,2.5,Double-Doubles,173,2023-10-25 00:00:00-05:00,2023-10-11 14:27:00-05:00
847,Michel Pereira,Andre Petroski,12.5,Fight Time (Mins),12,2023-10-14 00:00:00-05:00,2023-10-11 14:27:00-05:00
848,skiter,Talon (MAPS 1-2 Kills),13.5,MAPS 1-2 Kills,174,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
849,cxzi,Evil Geniuses,13.0,MAPS 1-2 Headshots,265,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
850,Sabrina Ionescu + Betnijah Laney,LVA,31.5,Points (Combo),3,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
851,Michel Pereira,Andre Petroski,58.5,Significant Strikes,12,2023-10-14 00:00:00-05:00,2023-10-11 14:27:00-05:00
852,Trent McDuffie,DEN,5.0,Tackles+Ast,9,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
853,Breanna Stewart + Sabrina Ionescu,LVA,14.0,Rebounds (Combo),3,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
854,Topson,Talon (MAPS 1-2 Kills),17.0,MAPS 1-2 Kills,174,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
855,Infinite,Evil Geniuses,15.5,MAPS 1-2 Headshots,265,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
856,Jonathan Martinez,Adrian Yanez,52.5,Significant Strikes,12,2023-10-14 00:00:00-05:00,2023-10-11 14:27:00-05:00
857,Jonathan Martinez,Adrian Yanez,10.5,Fight Time (Mins),12,2023-10-14 00:00:00-05:00,2023-10-11 14:27:00-05:00
858,23savage,Tundra (MAPS 1-2 Kills),11.0,MAPS 1-2 Kills,174,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
859,Jennifer Maia,Viviane Araujo,80.5,Significant Strikes,12,2023-10-14 00:00:00-05:00,2023-10-11 14:27:00-05:00
860,Breanna Stewart + Jonquel Jones,LVA,20.5,Rebounds (Combo),3,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
861,wiz,Evil Geniuses,10.0,MAPS 1-2 Headshots,265,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
862,Sodiq Yusuff,Edson Barboza,13.5,Fight Time (Mins),12,2023-10-14 00:00:00-05:00,2023-10-11 14:27:00-05:00
863,Mikoto,Tundra (MAPS 1-2 Kills),12.0,MAPS 1-2 Kills,174,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
864,Sodiq Yusuff,Edson Barboza,72.5,Significant Strikes,12,2023-10-14 00:00:00-05:00,2023-10-11 14:27:00-05:00
865,stanislaw,Evil Geniuses,13.5,MAPS 1-2 Headshots,265,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
866,Breanna Stewart + Sabrina Ionescu,LVA,7.5,Assists (Combo),3,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
867,Bojan Bogdanovic,2023-2024 Season,19.7,Points Per Game AVG,173,2023-10-25 00:00:00-05:00,2023-10-11 14:27:00-05:00
868,Kevin Punter,ASVEL Lyon-Villeurbanne,15.5,PTS,151,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
869,Freddie Freeman,ARI,7.5,Hitter Fantasy Score,2,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
870,Bojan Bogdanovic,2023-2024 Season,7.5,30+ Point Games,173,2023-10-25 00:00:00-05:00,2023-10-11 14:27:00-05:00
871,Breanna Stewart + Courtney Vandersloot,LVA,9.5,Assists (Combo),3,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
872,RAMZES666,Entity (MAPS 1-2 Kills),15.0,MAPS 1-2 Kills,174,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
873,Lance Lynn,ARI 1+2 Innings,2.0,Pitcher Strikeouts,231,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
874,Lance Lynn,ARI 1st Inning,16.5,Pitches Thrown,231,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
875,Corbin Carroll,LAD,8.5,Hitter Fantasy Score,2,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
876,Sabrina Ionescu + Courtney Vandersloot,LVA,11.0,Assists (Combo),3,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
877,Jimmy Butler,2023-2024 Season,1.5,Triple-Doubles,173,2023-10-25 00:00:00-05:00,2023-10-11 14:27:00-05:00
878,Nando De Colo,Partizan,3.5,AST,151,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
879,Cade Cunningham,2023-2024 Season,6.2,Assists Per Game AVG,173,2023-10-25 00:00:00-05:00,2023-10-11 14:27:00-05:00
880,kiyotaka,Entity (MAPS 1-2 Kills),18.5,MAPS 1-2 Kills,174,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
881,Nando De Colo,Partizan,1.5,3P,151,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
882,Nando De Colo,Partizan,13.5,PTS,151,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
